primary_key	patron_arrival_time	drink_name	order_arrival_time	prepTime	order_completion_time
0_1	372	Pina Colada	398	100	503
0_2	372	Mojito	627	75	704
1_3	675	White Wine	679	25	764
1_4	675	Draft Beer	915	50	966
2_5	969	Cosmopolitan	972	65	1054
3_6	1040	Tequila shot	1043	20	1092
3_8	1040	Cosmopolitan	1095	65	1175
4_10	1158	Cider	1161	25	1218
5_11	1221	B52	1223	200	1530
6_13	1267	Red Wine	1270	25	1578
7_15	1341	B52	1343	200	1798
8_16	1405	Margarita	1410	75	1894
9_18	1678	Cosmopolitan	1683	65	1983
10_19	1708	White Wine	1711	25	2027
11_22	1907	Mojito	1910	75	2121
12_23	1949	B52	1952	200	2358
13_24	1997	Draft Beer	1999	50	2437
14_25	2026	Vodka shot	2028	20	2473
15_28	2208	White Wine	2210	25	2517
16_31	2391	Red Wine	2394	25	2563
17_32	2414	Gin and Tonic	2416	40	2625
18_34	2508	White Wine	2511	25	2672
19_36	2585	B52	2587	200	2899
20_38	2718	Bloody Mary	2720	70	3000
21_42	2950	Bloody Mary	2952	70	3093
23_43	2986	Red Wine	2989	25	3141
22_44	2985	Martini	2989	60	3222
24_45	3050	Mojito	3052	75	3326
2_9	969	Draft Beer	1105	50	3403
4_14	1158	Cosmopolitan	1320	65	3490
25_51	3450	B52	3452	200	3714
26_52	3497	Vodka shot	3500	20	3758
27_53	3669	Pina Colada	3677	100	3880
5_17	1221	Draft Beer	1541	50	3952
28_55	3924	B52	3927	200	4177
29_59	4188	White Wine	4193	25	4226
6_20	1267	Margarita	1729	75	4322
30_60	4344	Martini	4348	60	4413
7_21	1341	Cider	1809	25	4456
9_26	1678	Cosmopolitan	2034	65	4549
10_27	1708	Draft Beer	2178	50	4632
11_29	1907	Cider	2236	25	4688
12_30	1949	Draft Beer	2369	50	4768
14_33	2026	Draft Beer	2478	50	4843
13_35	1997	Bloody Mary	2537	70	4937
15_37	2208	Mojito	2669	75	5034
17_39	2414	Draft Beer	2737	50	5125
18_40	2508	Martini	2827	60	5210
19_41	2585	Beer	2911	25	5264
20_46	2718	Tequila shot	3152	20	5303
21_47	2950	Red Wine	3244	25	5344
23_48	2986	Cider	3292	25	5391
22_49	2985	Vodka shot	3336	20	5431
24_50	3050	Beer	3437	25	5474
25_54	3450	Vodka shot	3725	20	5513
27_56	3669	Red Wine	4001	25	5556
28_58	3924	Draft Beer	4188	50	5626
29_61	4188	B52	4378	200	5852
30_63	4344	Red Wine	4524	25	5907
1_7	675	Gin and Tonic	1068	40	5965
3_12	1040	Margarita	1225	75	6061
5_57	1221	Cider	4054	25	6111
6_62	1267	Draft Beer	4404	50	6180
7_64	1341	Cider	4558	25	6227
11_65	1907	B52	4793	200	6447
12_66	1949	Margarita	4870	75	5218
14_67	2026	Cider	4948	25	5267
13_68	1997	Vodka shot	5088	20	5304
17_69	2414	Red Wine	5227	25	5349
20_70	2718	Beer	5306	25	5400
18_71	2508	Vodka shot	5322	20	5453
19_72	2585	Margarita	5365	75	5559
22_73	2985	Tequila shot	5435	20	5608
23_74	2986	Pina Colada	5492	100	5741
21_75	2950	Martini	5495	60	5831
24_76	3050	Gin and Tonic	5578	40	5905
27_77	3669	Pina Colada	5708	100	6034
28_78	3924	Cider	5727	25	6080
29_79	4188	Tequila shot	5864	20	6122
30_80	4344	Red Wine	6058	25	6168
1_81	675	Gin and Tonic	6075	40	6231
3_82	1040	Pina Colada	6142	100	6351
5_83	1221	Mojito	6212	75	6448
6_84	1267	Draft Beer	6283	50	6529
7_85	1341	Vodka shot	6328	20	6579
12_86	1949	Tequila shot	5300	20	6633
13_87	1997	Pina Colada	5308	100	6756
14_88	2026	Mojito	5370	75	6874
18_89	2508	White Wine	5457	25	6985
20_90	2718	Beer	5501	25	7040
22_91	2985	Gin and Tonic	5612	40	7102
19_92	2585	Bloody Mary	5640	70	7190
23_93	2986	Cider	5862	25	7250
21_94	2950	B52	5943	200	7479
24_95	3050	Cider	6020	25	7536
29_96	4188	Draft Beer	6126	50	7606
27_97	3669	White Wine	6155	25	7650
28_98	3924	Red Wine	6180	25	7693
30_99	4344	Vodka shot	6318	20	7734
1_100	675	Margarita	6344	75	7827
3_101	1040	Cosmopolitan	6477	65	7915
7_102	1341	Cosmopolitan	6582	65	8008
6_103	1267	Beer	6631	25	8058
12_104	1949	Mojito	6637	75	8152
13_105	1997	Cider	6878	25	8196
14_106	2026	Cosmopolitan	6986	65	8280
18_107	2508	Red Wine	7136	25	8327
20_108	2718	Draft Beer	7143	50	8396
19_109	2585	Beer	7343	25	8445
23_110	2986	Beer	7351	25	8488
21_111	2950	Vodka shot	7490	20	8525
24_112	3050	Margarita	7637	75	8620
29_113	4188	Bloody Mary	7708	70	8719
27_114	3669	Tequila shot	7802	20	8773
1_115	675	Cider	7907	25	8824
3_116	1040	Cider	7966	25	8868
7_117	1341	Draft Beer	8060	50	8954
12_118	1949	Draft Beer	8265	50	9025
13_119	1997	Beer	8297	25	9073
21_120	2950	Bloody Mary	8529	70	9171
23_121	2986	White Wine	8590	25	9219
24_122	3050	Mojito	8701	75	9319
27_123	3669	Pina Colada	8777	100	9441
29_124	4188	Red Wine	8873	25	9490
3_125	1040	Red Wine	8969	25	9544
7_126	1341	Beer	9056	25	9590
13_127	1997	B52	9174	200	9812
21_128	2950	Red Wine	9326	25	9866
23_129	2986	Draft Beer	9371	50	9935
24_130	3050	Cider	9430	25	9983
27_131	3669	Vodka shot	9562	20	10020
29_132	4188	Draft Beer	9641	50	10088
13_133	1997	Draft Beer	9823	50	10157
23_134	2986	Red Wine	10035	25	10203
24_135	3050	White Wine	10084	25	10246
