primary_key	patron_arrival_time	drink_name	order_arrival_time	prepTime	order_completion_time
0_1	372	Pina Colada	396	100	496
0_2	372	Mojito	618	75	697
1_3	675	White Wine	688	25	757
1_4	675	Draft Beer	915	50	968
2_5	969	Cosmopolitan	970	65	1063
3_6	1040	Tequila shot	1043	20	1109
1_7	675	Gin and Tonic	1070	40	1169
3_8	1040	Cosmopolitan	1112	65	1257
2_9	969	Draft Beer	1116	50	1334
4_10	1158	Cider	1162	25	1381
5_11	1221	B52	1225	200	1602
6_12	1267	Margarita	1268	75	1706
1_13	675	Red Wine	1285	25	1760
3_14	1040	Cosmopolitan	1309	65	1849
7_15	1341	B52	1342	200	2077
8_16	1405	Margarita	1408	75	2180
4_17	1158	Draft Beer	1487	50	2258
5_18	1221	Cosmopolitan	1614	65	2345
9_19	1678	White Wine	1679	25	2396
10_20	1708	Margarita	1718	75	2491
6_21	1267	Cider	1790	25	2544
3_22	1040	Mojito	1903	75	2641
11_23	1907	B52	1913	200	2873
1_24	675	Draft Beer	1918	50	2952
12_25	1949	Vodka shot	1951	20	2993
13_26	1997	Cosmopolitan	2002	65	3076
14_27	2026	Draft Beer	2028	50	3153
7_28	1341	White Wine	2088	25	3201
15_29	2208	Cider	2210	25	3247
16_30	2391	Draft Beer	2394	50	3317
5_31	1221	Red Wine	2396	25	3365
17_32	2414	Gin and Tonic	2415	40	3425
18_33	2508	Draft Beer	2509	50	3498
9_34	1678	White Wine	2549	25	3549
10_35	1708	Bloody Mary	2573	70	3638
19_36	2585	B52	2586	200	3868
6_37	1267	Mojito	2649	75	3971
20_38	2718	Bloody Mary	2719	70	4064
3_39	1040	Draft Beer	2755	50	4143
11_40	1907	Martini	2885	60	4227
21_41	2950	Beer	2953	25	4276
22_42	2985	Bloody Mary	2986	70	4367
23_43	2986	Martini	2988	60	4454
12_44	1949	Red Wine	2996	25	4508
24_45	3050	Mojito	3051	75	4611
1_46	675	Tequila shot	3055	20	4655
13_47	1997	Red Wine	3129	25	4703
14_48	2026	Cider	3256	25	4753
15_49	2208	Vodka shot	3349	20	4794
7_50	1341	Beer	3353	25	4838
25_51	3450	B52	3451	200	5059
26_52	3497	Vodka shot	3498	20	5097
5_53	1221	Pina Colada	3518	100	5217
17_54	2414	Vodka shot	3536	20	5263
18_55	2508	B52	3599	200	5483
27_56	3669	Red Wine	3671	25	5542
19_57	2585	Cider	3879	25	5586
28_58	3924	Draft Beer	3926	50	5656
6_59	1267	White Wine	4086	25	5707
29_60	4188	Martini	4190	60	5787
20_61	2718	B52	4217	200	6007
3_62	1040	Draft Beer	4244	50	6086
11_63	1907	Red Wine	4343	25	6131
30_64	4344	Cider	4345	25	6177
21_65	2950	B52	4377	200	6401
22_66	2985	Margarita	4518	75	6507
23_67	2986	Cider	4565	25	6560
12_68	1949	Vodka shot	4659	20	6602
24_69	3050	Red Wine	4722	25	6644
14_70	2026	Beer	4854	25	6756
13_71	1997	Vodka shot	4854	20	6799
7_72	1341	Margarita	4940	75	6891
25_73	3450	Tequila shot	5070	20	6950
17_74	2414	Pina Colada	5267	100	7070
18_75	2508	Martini	5494	60	7170
19_76	2585	Gin and Tonic	5686	40	7237
27_77	3669	Pina Colada	5693	100	7359
28_78	3924	Cider	5757	25	7405
6_79	1267	Tequila shot	5861	20	7444
29_80	4188	Red Wine	5900	25	7487
20_81	2718	Gin and Tonic	6018	40	7546
3_82	1040	Pina Colada	6187	100	7665
30_83	4344	Mojito	6278	75	7767
21_84	2950	Draft Beer	6412	50	7846
22_85	2985	Vodka shot	6589	20	7888
12_86	1949	Tequila shot	6606	20	7926
23_87	2986	Pina Colada	6661	100	8047
24_88	3050	Mojito	6795	75	8154
13_89	1997	White Wine	6803	25	8200
14_90	2026	Beer	6859	25	8246
7_91	1341	Gin and Tonic	6973	40	8305
18_92	2508	Bloody Mary	7281	70	8396
19_93	2585	Cider	7348	25	8441
27_94	3669	B52	7480	200	8666
28_95	3924	Cider	7505	25	8710
29_96	4188	Draft Beer	7638	50	8779
20_97	2718	White Wine	7657	25	8825
30_98	4344	Red Wine	7879	25	8869
22_99	2985	Vodka shot	7892	20	8907
12_100	1949	Margarita	7930	75	9000
21_101	2950	Cosmopolitan	7946	65	9085
23_102	2986	Cosmopolitan	8168	65	9176
24_103	3050	Beer	8265	25	9224
14_104	2026	Mojito	8347	75	9320
13_105	1997	Cider	8351	25	9370
7_106	1341	Cosmopolitan	8416	65	9453
19_107	2585	Red Wine	8542	25	9504
18_108	2508	Draft Beer	8548	50	9574
27_109	3669	Beer	8677	25	9616
28_110	3924	Beer	8812	25	9660
29_111	4188	Vodka shot	8880	20	9706
20_112	2718	Margarita	8978	75	9804
30_113	4344	Bloody Mary	9021	70	9905
12_114	1949	Tequila shot	9082	20	9963
21_115	2950	Cider	9137	25	10008
23_116	2986	Cider	9228	25	10059
24_117	3050	Draft Beer	9325	50	10128
13_118	1997	Draft Beer	9471	50	10199
7_119	1341	Beer	9505	25	10244
