primary_key	patron_arrival_time	drink_name	order_arrival_time	prepTime	order_completion_time
29_120	4188	Bloody Mary	9709	70	10335
27_121	3669	White Wine	9716	25	10387
21_122	2950	Mojito	10110	75	10486
23_123	2986	Pina Colada	10160	100	10607
24_124	3050	Red Wine	10229	25	10655
13_125	1997	Red Wine	10300	25	10704
29_126	4188	Beer	10485	25	10759
27_127	3669	B52	10538	200	10983
21_128	2950	Red Wine	10599	25	11029
23_129	2986	Draft Beer	10728	50	11100
24_130	3050	Cider	10807	25	11146
13_131	1997	Vodka shot	10857	20	11185
29_132	4188	Draft Beer	10860	50	11255
27_133	3669	Draft Beer	10994	50	11326
23_134	2986	Red Wine	11200	25	11372
24_135	3050	White Wine	11247	25	11417
