primary_key	patron_arrival_time	drink_name	order_arrival_time	prepTime	order_completion_time
0_1	117	B52	135	200	340
1_2	191	White Wine	193	25	407
2_3	250	Tequila shot	253	20	450
0_4	117	Vodka shot	351	20	488
3_6	487	Mojito	489	75	583
2_5	250	Cider	454	25	628
1_8	191	Red Wine	559	25	680
4_9	668	Red Wine	677	25	729
5_12	747	Draft Beer	749	50	806
6_13	768	Beer	769	25	858
3_10	487	Vodka shot	699	20	907
4_15	668	Gin and Tonic	881	40	975
5_16	747	Vodka shot	907	20	1018
6_18	768	Mojito	959	75	1120
0_7	117	Cosmopolitan	492	65	1207
7_21	1205	Vodka shot	1209	20	1248
7_23	1205	Bloody Mary	1252	70	1339
2_11	250	Tequila shot	729	20	1382
1_14	191	Red Wine	831	25	1428
3_17	487	Gin and Tonic	910	40	1489
5_19	747	Vodka shot	1022	20	1531
4_20	668	Red Wine	1086	25	1576
8_27	1576	Beer	1579	25	1626
6_22	768	Mojito	1231	75	1726
9_29	1674	Margarita	1675	75	1827
10_30	1686	Martini	1692	60	1915
11_31	1724	Martini	1726	60	1998
12_36	1971	Mojito	1973	75	2098
13_38	2048	Cosmopolitan	2050	65	2183
14_40	2117	Draft Beer	2118	50	2254
15_41	2135	Draft Beer	2137	50	2324
16_42	2161	B52	2164	200	2542
17_44	2228	Red Wine	2230	25	2588
8_33	1576	Mojito	1728	75	2683
18_48	2687	White Wine	2689	25	2733
9_35	1674	Beer	1908	25	2780
10_37	1686	Gin and Tonic	2026	40	2852
11_39	1724	Cider	2109	25	2897
12_43	1971	Beer	2209	25	2944
13_45	2048	White Wine	2234	25	2989
15_46	2135	Draft Beer	2426	50	3061
19_55	3029	Cosmopolitan	3034	65	3163
20_56	3040	Pina Colada	3044	100	3286
16_47	2161	Martini	2553	60	3366
17_49	2228	Red Wine	2739	25	3411
18_52	2687	Gin and Tonic	2884	40	3470
21_62	3472	Bloody Mary	3474	70	3562
19_60	3029	Tequila shot	3214	20	3604
20_61	3040	Margarita	3408	75	3700
21_67	3472	Bloody Mary	3713	70	3791
2_24	250	White Wine	1386	25	3835
7_25	1205	Pina Colada	1492	100	3964
5_26	747	Pina Colada	1535	100	4088
3_28	487	B52	1601	200	4316
4_32	668	White Wine	1728	25	4362
6_34	768	Cider	1837	25	4406
8_50	1576	B52	2794	200	4627
22_73	4479	Vodka shot	4481	20	4667
22_75	4479	Bloody Mary	4670	70	4756
9_51	1674	Cosmopolitan	2881	65	4847
10_53	1686	Mojito	2963	75	5006
11_54	1724	Red Wine	2998	25	5062
12_57	1971	Mojito	3045	75	5170
13_58	2048	Vodka shot	3140	20	5212
15_59	2135	Tequila shot	3162	20	5256
16_63	2161	Bloody Mary	3477	70	5351
17_64	2228	Margarita	3566	75	5448
18_65	2687	Vodka shot	3581	20	5489
19_66	3029	Mojito	3607	75	5587
20_68	3040	Mojito	3782	75	5686
21_69	3472	White Wine	3942	25	5730
2_70	250	B52	3989	200	5953
7_71	1205	White Wine	4085	25	6006
5_72	747	White Wine	4210	25	6063
4_74	668	Tequila shot	4513	20	6105
9_76	1674	Margarita	4898	75	6201
15_77	2135	Martini	5259	60	6287
12_78	1971	Martini	5281	60	6373
18_79	2687	White Wine	5493	25	6418
16_80	2161	Bloody Mary	5503	70	6510
17_81	2228	B52	5529	200	6747
19_82	3029	Martini	5702	60	6826
20_83	3040	Red Wine	5796	25	6869
21_84	3472	Gin and Tonic	5882	40	6929
7_85	1205	Vodka shot	6158	20	6967
9_86	1674	Beer	6281	25	7014
15_87	2135	Martini	6398	60	7098
12_88	1971	White Wine	6485	25	7144
18_89	2687	Beer	6569	25	7188
16_90	2161	Vodka shot	6664	20	7228
17_91	2228	Tequila shot	6758	20	7272
19_92	3029	Draft Beer	6939	50	7342
20_93	3040	B52	7020	200	7561
21_94	3472	Vodka shot	7040	20	7605
9_95	1674	B52	7115	200	7829
15_96	2135	B52	7208	200	8052
16_97	2161	Cosmopolitan	7231	65	8150
17_98	2228	Martini	7275	60	8230
18_99	2687	Mojito	7290	75	8327
12_100	1971	Red Wine	7295	25	8373
19_101	3029	B52	7445	200	8598
21_102	3472	Vodka shot	7608	20	8640
15_103	2135	Margarita	8063	75	8740
16_104	2161	B52	8203	200	8960
17_105	2228	Martini	8342	60	9041
12_106	1971	Margarita	8523	75	9134
19_107	3029	Vodka shot	8609	20	9175
21_108	3472	Pina Colada	8644	100	9295
15_109	2135	Cider	8820	25	9339
16_110	2161	Margarita	8971	75	9435
19_111	3029	Pina Colada	9178	100	9557
21_112	3472	Martini	9419	60	9637
