primary_key	patron_arrival_time	drink_name	order_arrival_time	prepTime	order_completion_time
0_1	372	Pina Colada	396	100	503
0_2	372	Mojito	625	75	701
0_3	372	White Wine	813	25	839
0_4	372	Draft Beer	993	50	1044
1_5	1040	Cosmopolitan	1044	65	1148
0_6	372	Tequila shot	1146	20	1200
0_9	372	Draft Beer	1204	50	1271
1_8	1040	Cosmopolitan	1200	65	1361
0_11	372	B52	1373	200	1592
0_13	372	Red Wine	1603	25	1639
1_12	1040	Margarita	1412	75	1735
2_7	1158	Gin and Tonic	1172	40	1803
1_14	1040	Cosmopolitan	1816	65	1895
2_15	1158	B52	1919	200	2135
1_16	1040	Margarita	1946	75	2235
3_10	1341	Cider	1343	25	2283
4_17	1949	Draft Beer	1951	50	2356
1_21	1040	Cider	2316	25	2403
3_22	1341	Mojito	2384	75	2499
4_25	1949	Vodka shot	2461	20	2544
4_27	1949	Draft Beer	2547	50	2615
3_28	1341	White Wine	2611	25	2663
5_18	1997	Cosmopolitan	2000	65	2752
4_29	1949	Cider	2720	25	2801
3_31	1341	Red Wine	2814	25	2847
6_19	2026	White Wine	2029	25	2892
4_32	1949	Gin and Tonic	2906	40	2953
7_20	2208	Margarita	2210	75	3053
3_33	1341	Draft Beer	2998	50	3129
6_34	2026	White Wine	3044	25	3174
7_35	2208	Bloody Mary	3136	70	3264
3_36	1341	B52	3231	200	3496
6_37	2026	Mojito	3326	75	3603
7_38	2208	Bloody Mary	3420	70	3704
6_40	2026	Martini	3717	60	3788
7_41	2208	Beer	3856	25	3897
6_42	2026	Bloody Mary	3898	70	3988
7_43	2208	Martini	3997	60	4086
8_23	2391	B52	2394	200	4319
7_44	2208	Red Wine	4198	25	4371
8_45	2391	Mojito	4330	75	4468
9_24	2414	Draft Beer	2417	50	4547
10_26	2508	Cosmopolitan	2510	65	4635
9_46	2414	Tequila shot	4648	20	4680
9_47	2414	Red Wine	4684	25	4729
10_48	2508	Cider	4686	25	4774
11_30	2718	Draft Beer	2720	50	4845
12_39	3669	Draft Beer	3673	50	4917
9_50	2414	Beer	4880	25	4962
10_49	2508	Vodka shot	4875	20	5003
10_51	2508	B52	5007	200	5226
9_53	2414	Pina Colada	5064	100	5360
10_54	2508	Vodka shot	5237	20	5418
10_55	2508	B52	5422	200	5651
9_56	2414	Red Wine	5482	25	5708
10_57	2508	Cider	5662	25	5753
12_52	3669	Vodka shot	5020	20	5793
12_58	3669	Draft Beer	5797	50	5861
12_59	3669	White Wine	5966	25	5993
12_60	3669	Martini	6151	60	6212
12_61	3669	B52	6329	200	6531
