primary_key	patron_arrival_time	drink_name	order_arrival_time	prepTime	order_completion_time
0_1	117	B52	157	200	360
2_3	250	Tequila shot	253	20	432
0_4	117	Vodka shot	372	20	479
1_2	191	White Wine	201	25	526
2_5	250	Cider	436	25	572
3_7	487	Cosmopolitan	489	65	658
1_10	191	Vodka shot	683	20	705
1_11	191	Tequila shot	708	20	744
4_8	668	Red Wine	671	25	791
2_9	250	Red Wine	677	25	835
5_13	747	Beer	750	25	881
6_14	768	Red Wine	770	25	929
4_15	668	Gin and Tonic	942	40	992
5_16	747	Vodka shot	982	20	1033
2_17	250	Gin and Tonic	992	40	1094
6_19	768	Vodka shot	1081	20	1135
6_21	768	Vodka shot	1138	20	1176
4_20	668	Red Wine	1103	25	1224
2_24	250	White Wine	1210	25	1270
3_12	487	Draft Beer	709	50	1340
7_23	1205	Bloody Mary	1207	70	1437
0_6	117	Mojito	483	75	1542
5_18	747	Mojito	1037	75	1648
8_27	1576	Beer	1579	25	1703
10_30	1686	Martini	1688	60	1784
5_32	747	White Wine	1760	25	1840
11_31	1724	Martini	1726	60	1920
10_34	1686	Cider	1895	25	1964
12_35	1971	Beer	1975	25	2009
6_22	768	Mojito	1179	75	2107
10_39	1686	Cider	2066	25	2156
16_43	2161	Beer	2179	25	2267
17_44	2228	Red Wine	2231	25	2316
11_37	1724	Gin and Tonic	2032	40	2377
16_45	2161	White Wine	2372	25	2456
12_40	1971	Draft Beer	2113	50	2527
14_41	2117	Draft Beer	2119	50	2603
16_48	2161	White Wine	2612	25	2655
12_49	1971	Red Wine	2628	25	2714
17_46	2228	Draft Beer	2467	50	2786
11_47	1724	Martini	2489	60	2875
12_52	1971	Gin and Tonic	2870	40	2945
13_38	2048	Cosmopolitan	2050	65	3030
19_54	3029	Red Wine	3031	25	3082
16_51	2161	Cosmopolitan	2813	65	3166
20_55	3040	Cosmopolitan	3045	65	3257
16_58	2161	Vodka shot	3219	20	3297
19_59	3029	Tequila shot	3233	20	3337
16_60	2161	Tequila shot	3300	20	3380
19_62	3029	Bloody Mary	3341	70	3470
16_63	2161	Bloody Mary	3384	70	3566
9_29	1674	Margarita	1676	75	3664
19_65	3029	Vodka shot	3622	20	3713
16_67	2161	Bloody Mary	3719	70	3809
8_33	1576	Mojito	1805	75	3916
5_36	747	Mojito	1991	75	4020
8_69	1576	White Wine	4028	25	4065
17_53	2228	Mojito	2889	75	4165
13_57	2048	Mojito	3081	75	4261
20_61	3040	Margarita	3310	75	4375
13_71	2048	White Wine	4372	25	4420
21_64	3472	Margarita	3474	75	4521
22_73	4479	Vodka shot	4481	20	4564
22_74	4479	Tequila shot	4568	20	4606
20_72	3040	White Wine	4456	25	4655
21_75	3472	Bloody Mary	4603	70	4752
19_66	3029	Mojito	3716	75	4860
9_68	1674	Mojito	3746	75	4961
21_77	3472	Martini	4903	60	5064
9_79	1674	White Wine	5076	25	5116
19_78	3029	Martini	4971	60	5223
21_80	3472	Bloody Mary	5176	70	5322
19_82	3029	Martini	5334	60	5408
20_76	3040	Margarita	4806	75	5505
21_83	3472	Red Wine	5474	25	5552
19_84	3029	Gin and Tonic	5521	40	5613
20_85	3040	Vodka shot	5586	20	5664
4_25	668	Pina Colada	1377	100	5794
21_86	3472	Beer	5705	25	5839
3_26	487	Pina Colada	1442	100	5972
21_88	3472	White Wine	5944	25	6021
4_87	668	Martini	5915	60	6108
3_89	487	Beer	6093	25	6159
21_90	3472	Vodka shot	6172	20	6218
12_56	1971	Pina Colada	3056	100	6343
7_28	1205	B52	1588	200	6569
12_91	1971	Tequila shot	6468	20	6618
7_92	1205	Draft Beer	6580	50	6694
15_42	2135	B52	2137	200	6919
7_94	1205	Vodka shot	6796	20	6966
18_50	2687	B52	2689	200	7207
18_97	2687	Cosmopolitan	7218	65	7299
17_70	2228	B52	4276	200	7543
18_98	2687	Martini	7352	60	7652
17_99	2228	Mojito	7554	75	7783
18_100	2687	Red Wine	7765	25	7843
9_81	1674	B52	5273	200	8092
18_102	2687	Vodka shot	7997	20	8132
9_103	1674	Margarita	8103	75	8227
12_93	1971	B52	6621	200	8455
9_105	1674	Martini	8312	60	8538
15_95	2135	B52	6929	200	8776
15_106	2135	Margarita	8788	75	8878
7_96	1205	B52	6970	200	9106
15_107	2135	Vodka shot	8958	20	9201
15_108	2135	Pina Colada	9205	100	9332
17_101	2228	B52	7895	200	9559
15_109	2135	Cider	9455	25	9616
17_110	2228	Margarita	9571	75	9721
15_111	2135	Pina Colada	9717	100	9866
18_104	2687	B52	8136	200	10106
15_112	2135	Martini	9988	60	10190
