primary_key	patron_arrival_time	drink_name	order_arrival_time	prepTime	order_completion_time
0_1	372	Pina Colada	391	100	492
0_2	372	Mojito	614	75	690
1_3	675	White Wine	678	25	749
1_4	675	Draft Beer	899	50	952
2_5	969	Cosmopolitan	972	65	1042
3_6	1040	Tequila shot	1047	20	1083
1_7	675	Gin and Tonic	1053	40	1144
4_10	1158	Cider	1161	25	1191
2_9	969	Draft Beer	1093	50	1263
6_13	1267	Red Wine	1270	25	-81
3_8	1040	Cosmopolitan	1087	65	4
4_14	1158	Cosmopolitan	-101	65	100
3_17	1040	Draft Beer	57	50	179
6_18	1267	Cosmopolitan	70	65	266
3_19	1040	White Wine	285	25	346
10_21	1708	Cider	317	25	406
1_12	675	Margarita	1255	75	502
11_25	1907	Vodka shot	522	20	618
13_28	1997	White Wine	606	25	665
11_29	1907	Cider	622	25	725
10_24	1708	Draft Beer	508	50	800
13_31	1997	Red Wine	816	25	857
15_32	2208	Gin and Tonic	817	40	924
1_27	675	Draft Beer	583	50	995
16_34	2391	White Wine	1000	25	1046
14_30	2026	Draft Beer	638	50	1116
11_33	1907	Draft Beer	830	50	1188
18_39	2508	Draft Beer	1117	50	1265
14_41	2026	Beer	1217	25	1311
19_40	2585	Martini	1194	60	1391
14_44	2026	Red Wine	1413	25	1440
18_43	2508	Martini	1368	60	1520
12_26	1949	Cosmopolitan	558	65	1613
21_46	2950	Tequila shot	1559	20	1658
23_49	2986	Vodka shot	1595	20	1699
21_52	2950	Vodka shot	1662	20	1737
23_54	2986	Vodka shot	1702	20	1776
14_47	2026	Red Wine	1592	25	1819
22_48	2985	Cider	1594	25	1865
18_50	2508	Beer	1631	25	1912
23_56	2986	Red Wine	1779	25	1957
22_57	2985	Cider	1969	25	2002
18_59	2508	White Wine	2013	25	2047
14_58	2026	Draft Beer	1970	50	2120
26_63	3497	Red Wine	2121	25	2168
23_62	2986	Draft Beer	2108	50	2239
18_64	2508	Cider	2198	25	2290
25_60	3450	Martini	2059	60	2371
13_35	1997	Bloody Mary	1008	70	2466
25_67	3450	Cider	2482	25	2515
1_38	675	Bloody Mary	1098	70	2608
28_68	3924	Vodka shot	2538	20	2654
13_69	1997	Red Wine	2617	25	2702
28_70	3924	Beer	2657	25	2753
20_42	2718	Bloody Mary	1327	70	2844
29_71	4188	Vodka shot	2797	20	2884
28_73	3924	Tequila shot	2857	20	2923
28_75	3924	Martini	2926	60	3002
30_76	4344	Gin and Tonic	2954	40	3074
8_16	1405	Margarita	14	75	3191
30_78	4344	Cider	3185	25	3242
9_20	1678	Margarita	287	75	3337
30_79	4344	Tequila shot	3344	20	3384
30_80	4344	Red Wine	3388	25	3430
9_81	1678	Gin and Tonic	3419	40	3490
6_22	1267	Mojito	320	75	3586
15_37	2208	Mojito	1035	75	3689
19_45	2585	Mojito	1503	75	3790
23_66	2986	Margarita	2341	75	3893
13_72	1997	Margarita	2853	75	3996
23_84	2986	Draft Beer	3975	50	4063
13_85	1997	Vodka shot	4077	20	4105
13_86	1997	Tequila shot	4109	20	4144
19_83	2585	Mojito	3901	75	4239
23_88	2986	Mojito	4163	75	4340
19_89	2585	White Wine	4353	25	4393
12_53	1949	Pina Colada	1664	100	4516
23_90	2986	Beer	4452	25	4569
19_91	2585	Gin and Tonic	4543	40	4628
12_92	1949	Bloody Mary	4638	70	4720
29_74	4188	Pina Colada	2887	100	4849
12_93	1949	Cider	4870	25	4907
20_77	2718	Pina Colada	2996	100	5029
12_95	1949	Cider	5008	25	5074
6_82	1267	Pina Colada	3697	100	5197
12_97	1949	White Wine	5176	25	5249
20_96	2718	Draft Beer	5150	50	5321
6_98	1267	Red Wine	5321	25	5373
13_87	1997	Pina Colada	4147	100	5496
20_99	2718	Vodka shot	5422	20	5558
20_100	2718	Margarita	5562	75	5657
5_11	1221	B52	1228	200	5886
5_101	1221	Cosmopolitan	5897	65	5984
7_15	1341	B52	-50	200	6208
7_103	1341	Beer	6220	25	6260
5_102	1221	Cosmopolitan	6037	65	6344
7_104	1341	Mojito	6360	75	6447
5_105	1221	Cider	6395	25	6563
7_106	1341	Cosmopolitan	6559	65	6649
3_23	1040	B52	503	200	6883
7_107	1341	Red Wine	6701	25	6941
3_108	1040	Draft Beer	6895	50	7009
17_36	2414	B52	1023	200	7235
17_111	2414	Vodka shot	7247	20	7285
7_109	1341	Beer	7098	25	7329
3_110	1040	Beer	7110	25	7374
17_112	2414	Margarita	7289	75	7467
7_113	1341	Bloody Mary	7432	70	7566
24_51	3050	B52	1661	200	7788
24_114	3050	Tequila shot	7799	20	7838
24_115	3050	Cider	7841	25	7881
21_55	2950	B52	1741	200	8100
24_116	3050	Cider	7982	25	8149
21_117	2950	Draft Beer	8111	50	8218
22_61	2985	B52	2103	200	8444
21_119	2950	Beer	8319	25	8497
24_118	3050	Draft Beer	8250	50	8566
22_120	2985	Bloody Mary	8455	70	8666
21_121	2950	White Wine	8598	25	8735
24_122	3050	Mojito	8667	75	8835
27_65	3669	B52	2277	200	9061
24_124	3050	Red Wine	8946	25	9120
27_125	3669	Red Wine	9073	25	9168
21_123	2950	Pina Colada	8889	100	9290
24_126	3050	Beer	9271	25	9338
29_94	4188	B52	4970	200	9561
29_128	4188	Red Wine	9572	25	9616
27_127	3669	B52	9318	200	9836
27_130	3669	Cider	9847	25	9891
29_129	4188	Draft Beer	9774	50	9962
27_131	3669	Vodka shot	9992	20	10012
27_132	3669	Draft Beer	10016	50	10081
29_133	4188	Draft Beer	10063	50	10155
27_134	3669	Red Wine	10182	25	10208
29_135	4188	White Wine	10258	25	10283
