primary_key	patron_arrival_time	drink_name	order_arrival_time	prepTime	order_completion_time
0_1	323	Tequila shot	342	20	364
0_3	323	Draft Beer	369	50	455
1_2	363	Pina Colada	365	100	582
0_5	323	B52	556	200	807
0_8	323	Vodka shot	819	20	859
0_9	323	Pina Colada	862	100	981
1_7	363	B52	704	200	1220
0_11	323	Red Wine	1104	25	1274
1_13	363	Draft Beer	1231	50	1344
2_4	513	Cider	516	25	1393
3_6	566	Red Wine	568	25	1438
1_15	363	Mojito	1445	75	1536
2_16	513	Red Wine	1495	25	1583
4_10	1063	Pina Colada	1065	100	1707
5_12	1088	Pina Colada	1112	100	1833
2_18	513	Mojito	1740	75	1938
5_19	1088	Gin and Tonic	1955	40	1999
6_14	1387	Cider	1389	25	2055
2_20	513	B52	2052	200	2283
2_24	513	B52	2295	200	2520
2_26	513	B52	2532	200	2745
2_28	513	Martini	2757	60	2831
5_22	1088	Beer	2113	25	2882
6_23	1387	Bloody Mary	2156	70	2984
5_29	1088	Mojito	2983	75	3087
7_17	1497	Beer	1500	25	3136
6_30	1387	Beer	3136	25	3187
5_31	1088	Bloody Mary	3203	70	3281
6_32	1387	Red Wine	3288	25	3349
8_21	2089	Margarita	2092	75	3456
5_33	1088	Tequila shot	3439	20	3508
5_35	1088	Martini	3511	60	3588
6_34	1387	Vodka shot	3502	20	3632
8_36	2089	Tequila shot	3537	20	3676
8_37	2089	Cosmopolitan	3679	65	3761
9_25	2432	B52	2434	200	3990
8_38	2089	Tequila shot	3813	20	4036
8_40	2089	B52	4040	200	4267
8_41	2089	Bloody Mary	4278	70	4361
9_39	2432	Tequila shot	4000	20	4400
9_43	2432	Draft Beer	4404	50	4467
10_27	2668	Pina Colada	2671	100	4595
9_44	2432	Mojito	4568	75	4692
11_42	4342	White Wine	4346	25	4740
10_45	2668	Mojito	4721	75	4842
9_46	2432	Mojito	4803	75	4938
11_47	4342	Tequila shot	4892	20	5032
9_49	2432	Bloody Mary	5049	70	5122
11_48	4342	Cider	5036	25	5165
