primary_key	patron_arrival_time	drink_name	order_arrival_time	prepTime	order_completion_time
0_1	1	Tequila shot	16	20	37
1_3	43	Draft Beer	46	50	133
0_2	1	Pina Colada	41	100	259
1_4	43	Cider	238	25	304
3_6	259	Red Wine	262	25	349
5_8	363	Vodka shot	366	20	389
1_11	43	Red Wine	405	25	436
0_9	1	Pina Colada	385	100	556
7_14	566	Cider	569	25	601
6_13	513	Draft Beer	516	50	671
0_16	1	Red Wine	682	25	717
7_17	566	Beer	702	25	762
6_19	513	Gin and Tonic	772	40	821
1_15	43	Mojito	587	75	924
8_18	757	Mojito	761	75	1020
9_22	1009	Beer	1016	25	1065
10_23	1014	Bloody Mary	1017	70	1154
9_30	1009	Beer	1166	25	1201
14_28	1088	Martini	1091	60	1280
17_33	1273	Tequila shot	1277	20	1320
9_35	1009	Vodka shot	1306	20	1361
17_36	1273	Tequila shot	1324	20	1400
18_38	1387	Tequila shot	1390	20	1438
14_39	1088	Tequila shot	1390	20	1477
16_32	1253	Red Wine	1257	25	1521
18_42	1387	White Wine	1442	25	1567
14_43	1088	Draft Beer	1481	50	1638
10_34	1014	Martini	1306	60	1720
18_47	1387	Tequila shot	1724	20	1760
14_48	1088	Cider	1739	25	1805
9_37	1009	Cosmopolitan	1365	65	1889
10_50	1014	Beer	1832	25	1936
9_52	1009	Cider	1940	25	1986
14_51	1088	Draft Beer	1906	50	2057
23_54	2013	Tequila shot	2016	20	2099
23_58	2013	Red Wine	2103	25	2143
10_55	1014	Gin and Tonic	2039	40	2204
24_57	2089	Martini	2092	60	2284
26_61	2246	Tequila shot	2249	20	2323
23_62	2013	Vodka shot	2294	20	2362
10_63	1014	Vodka shot	2320	20	2402
26_64	2246	Cider	2327	25	2450
10_66	1014	Gin and Tonic	2405	40	2509
29_68	2499	Red Wine	2502	25	2555
30_69	2533	White Wine	2536	25	2600
28_67	2432	Martini	2435	60	2681
31_72	2640	Vodka shot	2643	20	2792
31_78	2640	Vodka shot	2796	20	2832
10_71	1014	Red Wine	2622	25	2877
31_79	2640	Gin and Tonic	2836	40	2940
34_80	2917	Beer	2921	25	2986
26_70	2246	Martini	2552	60	3069
34_81	2917	Martini	3087	60	3155
15_31	1181	Bloody Mary	1185	70	3258
34_84	2917	Cider	3269	25	3303
19_41	1428	Bloody Mary	1431	70	3396
