primary_key	patron_arrival_time	drink_name	order_arrival_time	prepTime	order_completion_time
0_1	117	B52	138	200	344
1_2	125	White Wine	138	25	417
2_3	191	Tequila shot	193	20	466
3_4	208	Vodka shot	210	20	508
4_5	250	Cider	252	25	554
5_6	277	Mojito	280	75	653
6_7	288	Cosmopolitan	291	65	740
7_9	459	Red Wine	461	25	793
8_11	487	Tequila shot	490	20	842
9_14	668	Red Wine	670	25	898
10_15	747	Gin and Tonic	749	40	963
11_17	768	Gin and Tonic	770	40	1030
0_8	117	Red Wine	357	25	1078
2_10	191	Vodka shot	470	20	1119
12_23	1132	Bloody Mary	1134	70	1219
13_24	1205	White Wine	1207	25	1271
3_12	208	Draft Beer	512	50	1347
14_26	1310	Pina Colada	1312	100	1483
1_13	125	Beer	568	25	1531
5_16	277	Vodka shot	769	20	1575
15_30	1576	Martini	1578	60	1665
16_34	1674	Cider	1676	25	1720
17_35	1686	Beer	1688	25	1773
18_36	1724	Mojito	1727	75	1874
19_37	1730	Gin and Tonic	1732	40	1938
6_18	288	Mojito	794	75	2050
20_40	1971	Draft Beer	1974	50	2145
21_41	1978	Draft Beer	1981	50	2219
22_43	2014	Beer	2017	25	2265
23_45	2048	White Wine	2051	25	2313
24_46	2117	Draft Beer	2120	50	2386
25_47	2135	Martini	2138	60	2473
26_49	2161	Red Wine	2163	25	2520
27_50	2228	B52	2230	200	2744
28_54	2423	Red Wine	2426	25	2796
29_55	2453	Cosmopolitan	2455	65	2885
30_59	2687	Tequila shot	2690	20	2928
31_60	2729	Tequila shot	2733	20	2975
32_64	2998	Margarita	3001	75	3081
33_65	3029	Vodka shot	3031	20	3126
34_66	3040	Mojito	3043	75	3233
35_68	3195	Mojito	3198	75	3336
8_19	487	Vodka shot	846	20	3378
7_20	459	Red Wine	949	25	3427
9_21	668	Vodka shot	1050	20	3474
36_72	3472	White Wine	3475	25	3525
37_74	3490	Tequila shot	3493	20	3570
10_22	747	Mojito	1074	75	3671
12_27	1132	Beer	1371	25	3733
38_77	3734	Martini	3737	60	3815
13_28	1205	B52	1421	200	4038
39_80	3961	Bloody Mary	3966	70	4132
40_82	4090	Martini	4093	60	4218
41_83	4100	Red Wine	4103	25	4269
14_32	1310	White Wine	1604	25	4317
16_38	1674	Cosmopolitan	1821	65	4412
17_39	1686	Cider	1874	25	4459
42_88	4479	White Wine	4482	25	4515
18_42	1724	B52	1985	200	4741
19_44	1730	Red Wine	2051	25	4791
20_51	1971	Cosmopolitan	2246	65	4886
21_52	1978	Gin and Tonic	2321	40	4954
22_53	2014	Mojito	2367	75	5055
23_56	2048	Pina Colada	2464	100	5183
43_95	5138	B52	5142	200	5416
24_57	2117	Mojito	2487	75	5519
25_58	2135	Vodka shot	2584	20	5561
30_61	2687	Margarita	2931	75	5657
29_62	2453	Bloody Mary	2936	70	5758
28_63	2423	Bloody Mary	2947	70	5854
33_67	3029	Bloody Mary	3130	70	5944
34_69	3040	White Wine	3344	25	5998
35_71	3195	White Wine	3448	25	6053
37_75	3490	Bloody Mary	3573	70	6151
36_76	3472	Margarita	3677	75	6251
39_84	3961	Gin and Tonic	4284	40	6371
40_85	4090	Vodka shot	4330	20	6424
41_86	4100	Beer	4420	25	6476
42_90	4479	Vodka shot	4669	20	6519
43_98	5138	Martini	5428	60	6603
0_25	117	Pina Colada	1229	100	6726
3_29	208	Margarita	1448	75	6824
5_31	277	Martini	1579	60	6911
1_33	125	Mojito	1632	75	7013
6_48	288	White Wine	2161	25	7071
8_70	487	B52	3382	200	7296
9_73	668	Vodka shot	3478	20	7348
10_78	747	Martini	3785	60	7443
12_79	1132	White Wine	3833	25	7490
13_81	1205	B52	4049	200	7713
14_87	1310	Martini	4469	60	7798
44_119	7782	Mojito	7785	75	7898
17_89	1686	Beer	4561	25	7948
18_91	1724	Tequila shot	4752	20	7990
20_92	1971	Draft Beer	4937	50	8065
19_93	1730	B52	4941	200	8289
21_94	1978	Vodka shot	5065	20	8335
22_96	2014	B52	5166	200	8555
23_97	2048	Cosmopolitan	5304	65	8647
25_99	2135	Mojito	5564	75	8745
24_100	2117	Red Wine	5630	25	8791
29_101	2453	B52	5909	200	9016
28_102	2423	Vodka shot	6004	20	9060
33_103	3029	Margarita	6095	75	9155
34_104	3040	B52	6149	200	9381
35_105	3195	Martini	6204	60	9465
37_106	3490	Margarita	6304	75	9560
40_107	4090	Vodka shot	6427	20	9603
39_108	3961	Pina Colada	6482	100	9723
42_109	4479	Cider	6523	25	9770
41_110	4100	Margarita	6582	75	9865
43_111	5138	Pina Colada	6714	100	9991
0_112	117	Martini	6848	60	10079
3_113	208	Vodka shot	6905	20	10123
5_114	277	Tequila shot	7022	20	10170
1_115	125	Cosmopolitan	7125	65	10259
6_116	288	Mojito	7221	75	10359
8_117	487	Cider	7307	25	10406
12_118	1132	Margarita	7641	75	10504
14_120	1310	Martini	7909	60	10592
18_121	1724	Gin and Tonic	7994	40	10653
17_122	1686	Gin and Tonic	8049	40	10713
20_123	1971	Pina Colada	8166	100	10835
21_124	1978	Margarita	8338	75	10938
22_125	2014	Bloody Mary	8566	70	11028
25_126	2135	Mojito	8856	75	11128
24_127	2117	Vodka shot	8942	20	11171
29_128	2453	Gin and Tonic	9027	40	11233
28_129	2423	B52	9063	200	11461
33_130	3029	Beer	9236	25	11512
34_131	3040	Pina Colada	9391	100	11638
35_132	3195	Red Wine	9577	25	11687
40_133	4090	Red Wine	9606	25	11737
37_134	3490	Vodka shot	9641	20	11782
41_135	4100	Cider	9946	25	11829
43_136	5138	Margarita	10112	75	11929
3_137	208	Cider	10127	25	11979
1_138	125	B52	10311	200	12199
6_139	288	Cosmopolitan	10472	65	12288
8_140	487	Beer	10510	25	12334
12_141	1132	Beer	10585	25	12378
