primary_key	patron_arrival_time	drink_name	order_arrival_time	prepTime	order_completion_time
0_1	117	B52	131	200	336
1_2	125	White Wine	131	25	405
2_3	191	Tequila shot	193	20	449
3_4	250	Vodka shot	262	20	494
4_5	277	Cider	280	25	541
5_6	288	Mojito	291	75	640
6_9	459	Red Wine	461	25	691
7_10	487	Vodka shot	491	20	740
8_14	668	Red Wine	671	25	790
9_16	747	Vodka shot	750	20	831
10_18	768	Mojito	770	75	926
0_7	117	Cosmopolitan	348	65	1013
2_8	191	Red Wine	453	25	1099
3_11	250	Tequila shot	498	20	1139
11_22	1132	Mojito	1134	75	1237
12_24	1205	White Wine	1208	25	1285
1_12	125	Draft Beer	556	50	1355
13_26	1310	Pina Colada	1313	100	1478
4_13	277	Beer	644	25	1527
7_15	487	Gin and Tonic	744	40	1588
14_29	1576	Margarita	1578	75	1681
15_32	1674	White Wine	1679	25	1722
16_33	1686	Mojito	1691	75	1816
17_35	1724	Beer	1726	25	1859
5_17	288	Gin and Tonic	751	40	1920
9_19	747	Vodka shot	835	20	1958
18_40	1971	Draft Beer	1973	50	2031
19_41	1978	Draft Beer	1980	50	2114
20_42	2014	B52	2016	200	2351
21_44	2048	Red Wine	2050	25	2396
22_45	2117	White Wine	2121	25	2442
23_47	2135	Martini	2137	60	2528
24_48	2161	White Wine	2163	25	2582
25_49	2228	Red Wine	2230	25	2631
26_51	2423	Cosmopolitan	2425	65	2715
27_52	2453	Gin and Tonic	2455	40	2776
28_56	2687	Pina Colada	2689	100	2899
29_57	2729	Mojito	2731	75	2995
30_62	2998	Bloody Mary	3001	70	3085
31_64	3029	Margarita	3032	75	3181
32_65	3040	Vodka shot	3042	20	3220
33_67	3195	Bloody Mary	3197	70	3309
6_20	459	Red Wine	842	25	3359
10_21	768	Vodka shot	1040	20	3399
11_27	1132	Beer	1350	25	3444
12_28	1205	B52	1436	200	3664
34_71	3472	White Wine	3474	25	3712
35_72	3490	White Wine	3495	25	3760
13_30	1310	Martini	1599	60	3846
14_36	1576	Mojito	1762	75	3943
16_37	1686	Gin and Tonic	1930	40	4003
36_76	3961	Margarita	3963	75	4099
37_78	4090	Martini	4097	60	4181
38_79	4100	White Wine	4102	25	4226
17_38	1724	Cosmopolitan	1961	65	4309
18_46	1971	Draft Beer	2132	50	4381
20_50	2014	B52	2362	200	4604
39_84	4479	Gin and Tonic	4482	40	4666
21_53	2048	Mojito	2548	75	4763
22_54	2117	Red Wine	2597	25	4811
23_55	2135	Cosmopolitan	2640	65	4903
24_58	2161	Vodka shot	2732	20	4939
26_59	2423	Tequila shot	2767	20	4975
25_60	2228	Tequila shot	2782	20	5015
27_61	2453	Margarita	2886	75	5107
28_63	2687	Bloody Mary	3020	70	5193
40_93	5138	B52	5140	200	5413
29_66	2729	Mojito	3109	75	5509
32_68	3040	Mojito	3223	75	5604
33_70	3195	B52	3460	200	5826
34_74	3472	Tequila shot	3863	20	5866
37_81	4090	B52	4292	200	6091
38_83	4100	Red Wine	4377	25	6148
39_86	4479	Beer	4777	25	6198
3_23	250	Bloody Mary	1143	70	6290
40_96	5138	B52	5423	200	6511
2_25	191	Pina Colada	1250	100	6633
4_31	277	Martini	1628	60	6720
7_34	487	Cider	1699	25	6765
9_39	747	Cider	1961	25	6810
5_43	288	Beer	2033	25	6856
10_69	768	White Wine	3403	25	6901
12_73	1205	Vodka shot	3674	20	6942
13_75	1310	Bloody Mary	3957	70	7033
14_77	1576	Martini	4053	60	7119
16_80	1686	Bloody Mary	4114	70	7211
17_82	1724	Martini	4360	60	7296
18_85	1971	Vodka shot	4482	20	7341
21_87	2048	Martini	4874	60	7421
24_88	2161	White Wine	4943	25	7466
23_89	2135	Beer	4954	25	7510
22_90	2117	Vodka shot	4962	20	7549
26_91	2423	Tequila shot	4979	20	7589
25_92	2228	Draft Beer	5019	50	7662
27_94	2453	Vodka shot	5188	20	7708
28_95	2687	B52	5344	200	7934
41_117	7782	Cider	7784	25	7982
29_97	2729	Cosmopolitan	5620	65	8067
41_119	7782	Mojito	8083	75	8167
32_98	3040	Martini	5718	60	8250
33_99	3195	Mojito	5837	75	8353
37_100	4090	Red Wine	6102	25	8404
39_101	4479	Vodka shot	6299	20	8450
38_102	4100	B52	6299	200	8680
2_103	191	Margarita	6754	75	8789
4_104	277	B52	6830	200	9022
7_105	487	Martini	6865	60	9115
9_106	747	Margarita	6910	75	9217
12_107	1205	Vodka shot	6946	20	9268
5_108	288	Pina Colada	6958	100	9407
10_109	768	Cider	7052	25	9465
18_110	1971	Margarita	7344	75	9572
16_111	1686	Pina Colada	7361	100	9700
21_112	2048	Martini	7532	60	9788
22_113	2117	Vodka shot	7553	20	9833
26_114	2423	Tequila shot	7593	20	9876
24_115	2161	Cosmopolitan	7617	65	9982
25_116	2228	Mojito	7763	75	10077
28_118	2687	Margarita	7945	75	10197
29_120	2729	Martini	8118	60	10288
41_121	7782	Gin and Tonic	8278	40	10357
32_122	3040	Gin and Tonic	8364	40	10421
39_123	4479	Pina Colada	8454	100	10547
33_124	3195	Margarita	8463	75	10657
37_125	4090	Bloody Mary	8554	70	10758
38_126	4100	Mojito	8692	75	10857
7_127	487	Vodka shot	9226	20	10910
12_128	1205	Gin and Tonic	9272	40	10977
5_129	288	B52	9529	200	11203
10_130	768	Beer	9566	25	11252
18_131	1971	Pina Colada	9654	100	11371
16_132	1686	Red Wine	9822	25	11418
22_133	2117	Red Wine	9837	25	11463
26_134	2423	Vodka shot	9880	20	11504
21_135	2048	Cider	9900	25	11549
24_136	2161	Margarita	10034	75	11645
25_137	2228	Cider	10190	25	11702
28_138	2687	B52	10278	200	11931
29_139	2729	Cosmopolitan	10399	65	12018
41_140	7782	Beer	10473	25	12063
32_141	3040	Beer	10534	25	12110
37_142	4090	Pina Colada	10910	100	12239
12_143	1205	Martini	11089	60	12343
10_144	768	Vodka shot	11353	20	12390
18_145	1971	B52	11492	200	12619
26_146	2423	Martini	11507	60	12701
16_147	1686	Vodka shot	11571	20	12748
22_148	2117	Mojito	11616	75	12856
21_149	2048	Red Wine	11652	25	12909
24_150	2161	Beer	11726	25	12965
25_151	2228	Red Wine	11809	25	13014
29_152	2729	Red Wine	12068	25	13065
41_153	7782	Tequila shot	12165	20	13104
32_154	3040	Margarita	12215	75	13199
37_155	4090	Cosmopolitan	12359	65	13291
10_156	768	B52	12393	200	13520
12_157	1205	Bloody Mary	12454	70	13615
18_158	1971	Cider	12631	25	13659
26_159	2423	Tequila shot	12813	20	13697
21_160	2048	Martini	13060	60	13776
24_161	2161	Mojito	13066	75	13873
25_162	2228	B52	13165	200	14099
29_163	2729	Vodka shot	13216	20	14154
32_164	3040	Vodka shot	13283	20	14196
37_165	4090	Bloody Mary	13341	70	14286
10_166	768	Mojito	13532	75	14384
18_167	1971	Red Wine	13760	25	14433
12_168	1205	B52	13766	200	14655
21_169	2048	Pina Colada	13888	100	14781
32_170	3040	Pina Colada	14199	100	14901
