primary_key	patron_arrival_time	drink_name	order_arrival_time	prepTime	order_completion_time
1_1	125	B52	161	200	370
0_2	117	White Wine	161	25	437
2_3	191	Tequila shot	198	20	483
3_4	208	Vodka shot	213	20	523
4_5	250	Cider	256	25	567
5_6	277	Mojito	282	75	662
6_7	288	Cosmopolitan	293	65	757
1_8	125	Red Wine	381	25	809
7_9	459	Red Wine	463	25	855
2_10	191	Vodka shot	487	20	895
8_11	487	Tequila shot	493	20	935
3_12	208	Draft Beer	527	50	1005
0_13	117	Beer	590	25	1049
9_14	668	Red Wine	673	25	1095
10_15	747	Gin and Tonic	753	40	1156
5_16	277	Vodka shot	774	20	1198
11_17	768	Gin and Tonic	776	40	1258
6_18	288	Mojito	809	75	1360
8_19	487	Vodka shot	938	20	1404
1_20	125	Red Wine	960	25	1450
7_21	459	Vodka shot	1008	20	1489
3_22	208	Mojito	1109	75	1641
12_23	1132	Bloody Mary	1137	70	1732
0_24	117	White Wine	1150	25	1789
5_25	277	Pina Colada	1201	100	1912
13_26	1205	Pina Colada	1209	100	2036
9_27	668	Beer	1247	25	2094
10_28	747	B52	1272	200	2318
14_29	1310	Margarita	1314	75	2427
8_30	487	Martini	1408	60	2516
6_31	288	Martini	1473	60	2597
15_32	1576	White Wine	1580	25	2649
1_33	125	Mojito	1601	75	2749
16_34	1674	Cider	1679	25	2797
17_35	1686	Beer	1691	25	2843
18_36	1724	Mojito	1729	75	2938
19_37	1730	Gin and Tonic	1735	40	3000
3_38	208	Cosmopolitan	1752	65	3090
12_39	1132	Cider	1886	25	3143
0_40	117	Draft Beer	1940	50	3213
20_41	1971	Draft Beer	1976	50	3285
21_42	1978	B52	1982	200	3505
22_43	2014	Beer	2019	25	3556
5_44	277	Red Wine	2033	25	3604
23_45	2048	White Wine	2052	25	3653
24_46	2117	Draft Beer	2121	50	3722
25_47	2135	Martini	2141	60	3805
13_48	1205	White Wine	2159	25	3854
26_49	2161	Red Wine	2166	25	3899
9_50	668	B52	2197	200	4121
27_51	2228	Cosmopolitan	2234	65	4209
10_52	747	Gin and Tonic	2330	40	4272
28_53	2423	Mojito	2428	75	4371
29_54	2453	Red Wine	2457	25	4426
14_55	1310	Cosmopolitan	2509	65	4511
8_56	487	Pina Colada	2626	100	4633
30_57	2687	Mojito	2692	75	4744
6_58	288	Vodka shot	2709	20	4787
31_59	2729	Tequila shot	2735	20	4836
1_60	125	Tequila shot	2860	20	4875
16_61	1674	Margarita	2899	75	4969
17_62	1686	Bloody Mary	2945	70	5068
32_63	2998	Bloody Mary	3011	70	5162
33_64	3029	Margarita	3034	75	5267
34_65	3040	Vodka shot	3044	20	5317
18_66	1724	Mojito	3051	75	5414
19_67	1730	Bloody Mary	3112	70	5516
3_68	208	Mojito	3144	75	5619
35_69	3195	White Wine	3199	25	5667
12_70	1132	B52	3244	200	5893
20_71	1971	White Wine	3390	25	5951
36_72	3472	White Wine	3478	25	5996
37_73	3490	Vodka shot	3499	20	6037
21_74	1978	Tequila shot	3516	20	6076
22_75	2014	Bloody Mary	3656	70	6165
38_76	3734	Margarita	3738	75	6259
23_77	2048	Martini	3804	60	6344
24_78	2117	Martini	3823	60	6428
25_79	2135	White Wine	3916	25	6478
39_80	3961	Bloody Mary	3966	70	6569
13_81	1205	B52	4007	200	6796
40_82	4090	Martini	4096	60	6882
41_83	4100	Red Wine	4105	25	6935
28_84	2423	Gin and Tonic	4484	40	6996
42_85	4479	Vodka shot	4484	20	7037
14_86	1310	Beer	4563	25	7085
29_87	2453	Martini	4577	60	7166
8_88	487	White Wine	4755	25	7212
6_89	288	Beer	4791	25	7258
30_90	2687	Vodka shot	4855	20	7297
43_91	5138	Tequila shot	5145	20	7337
17_92	1686	Draft Beer	5219	50	7405
34_93	3040	B52	5321	200	7635
33_94	3029	Vodka shot	5348	20	7680
18_95	1724	B52	5525	200	7903
19_96	1730	B52	5667	200	8136
35_97	3195	Cosmopolitan	5817	65	8227
12_98	1132	Martini	5904	60	8310
37_99	3490	Mojito	6041	75	8410
21_100	1978	Red Wine	6080	25	8457
20_101	1971	B52	6105	200	8685
36_102	3472	Vodka shot	6147	20	8735
22_103	2014	Margarita	6316	75	8835
23_104	2048	B52	6455	200	9063
24_105	2117	Martini	6539	60	9151
25_106	2135	Margarita	6631	75	9248
39_107	3961	Vodka shot	6720	20	9293
40_108	4090	Pina Colada	6994	100	9419
42_109	4479	Cider	7041	25	9468
41_110	4100	Margarita	7087	75	9566
28_111	2423	Pina Colada	7109	100	9694
14_112	1310	Martini	7186	60	9779
29_113	2453	Vodka shot	7277	20	9823
43_114	5138	Tequila shot	7340	20	9867
6_115	288	Cosmopolitan	7358	65	9956
8_116	487	Mojito	7363	75	10058
17_117	1686	Cider	7506	25	10104
34_118	3040	Margarita	7646	75	10200
33_119	3029	Mojito	7683	75	10299
44_120	7782	Martini	7788	60	10387
18_121	1724	Gin and Tonic	7915	40	10450
35_122	3195	Gin and Tonic	8278	40	10510
12_123	1132	Pina Colada	8421	100	10629
37_124	3490	Margarita	8523	75	10730
21_125	1978	Bloody Mary	8614	70	10820
20_126	1971	Mojito	8697	75	10919
22_127	2014	Vodka shot	8917	20	10970
24_128	2117	Gin and Tonic	9263	40	11029
39_129	3961	B52	9297	200	11257
25_130	2135	Beer	9330	25	11312
40_131	4090	Pina Colada	9542	100	11436
42_132	4479	Red Wine	9572	25	11480
41_133	4100	Red Wine	9649	25	11526
28_134	2423	Vodka shot	9816	20	11566
29_135	2453	Cider	9827	25	11608
43_136	5138	Margarita	9870	75	11702
14_137	1310	Cider	9890	25	11754
6_138	288	B52	10007	200	11975
8_139	487	Cosmopolitan	10170	65	12070
17_140	1686	Beer	10205	25	12122
34_141	3040	Beer	10282	25	12167
33_142	3029	Pina Colada	10413	100	12286
18_143	1724	Martini	10561	60	12367
35_144	3195	Vodka shot	10622	20	12413
12_145	1132	B52	10750	200	12632
37_146	3490	Martini	10814	60	12721
21_147	1978	Vodka shot	10971	20	12768
22_148	2014	Mojito	10974	75	12861
20_149	1971	Red Wine	11030	25	12911
24_150	2117	Beer	11142	25	12955
25_151	2135	Red Wine	11417	25	13064
40_152	4090	Red Wine	11557	25	13107
28_153	2423	Tequila shot	11569	20	13148
41_154	4100	Margarita	11679	75	13247
43_155	5138	Cosmopolitan	11786	65	13349
14_156	1310	B52	11857	200	13584
6_157	288	Bloody Mary	11986	70	13688
8_158	487	Cider	12122	25	13744
17_159	1686	Tequila shot	12222	20	13783
33_160	3029	Martini	12407	60	13863
18_161	1724	Mojito	12480	75	13960
21_162	1978	B52	12772	200	14193
37_163	3490	Vodka shot	12837	20	14244
22_164	2014	Vodka shot	12973	20	14284
20_165	1971	Bloody Mary	13062	70	14374
28_166	2423	Mojito	13151	75	14476
25_167	2135	Red Wine	13219	25	14529
41_168	4100	B52	13328	200	14753
43_169	5138	Pina Colada	13402	100	14887
14_170	1310	Pina Colada	13596	100	15020
17_171	1686	Martini	13787	60	15106
33_172	3029	Martini	13978	60	15195
21_173	1978	Vodka shot	14204	20	15236
22_174	2014	Cosmopolitan	14288	65	15332
20_175	1971	Tequila shot	14531	20	15371
28_176	2423	Bloody Mary	14587	70	15458
25_177	2135	Martini	14682	60	15544
41_178	4100	Cosmopolitan	14764	65	15633
43_179	5138	Cider	15013	25	15678
14_180	1310	Draft Beer	15142	50	15746
17_181	1686	Bloody Mary	15217	70	15840
33_182	3029	Draft Beer	15310	50	15911
28_183	2423	Draft Beer	15609	50	15984
41_184	4100	Draft Beer	15684	50	16058
