primary_key	patron_arrival_time	drink_name	order_arrival_time	prepTime	order_completion_time
0_1	323	Tequila shot	344	20	368
0_3	323	Draft Beer	373	50	467
1_2	363	Pina Colada	364	100	609
0_6	323	Red Wine	572	25	664
2_4	513	Cider	514	25	714
1_7	363	B52	730	200	938
0_9	323	Pina Colada	821	100	1065
1_10	363	Pina Colada	949	100	1192
0_13	323	Draft Beer	1190	50	1273
2_8	513	Vodka shot	818	20	1318
1_14	363	Cider	1318	25	1362
0_15	323	Mojito	1375	75	1459
1_17	363	Beer	1465	25	1512
3_5	566	B52	569	200	1734
1_19	363	Gin and Tonic	1617	40	1801
3_21	566	Margarita	1745	75	1900
4_11	1063	Red Wine	1066	25	1955
3_22	566	Beer	1981	25	2023
5_12	1088	Pina Colada	1090	100	2149
4_25	1063	B52	2110	200	2382
4_26	1063	B52	2393	200	2622
4_28	1063	Martini	2633	60	2709
6_16	1387	Red Wine	1388	25	2767
7_18	1497	Mojito	1499	75	2875
8_20	1716	B52	1719	200	3098
6_30	1387	Beer	2918	25	3144
7_32	1497	Red Wine	2987	25	3187
8_33	1716	Tequila shot	3108	20	3226
8_34	1716	Vodka shot	3230	20	3264
6_35	1387	Martini	3245	60	3343
7_37	1497	Cosmopolitan	3341	65	3429
6_39	1387	Tequila shot	3454	20	3476
6_40	1387	B52	3480	200	3702
7_41	1497	Bloody Mary	3482	70	3812
8_36	1716	Tequila shot	3268	20	3866
8_42	1716	White Wine	3870	25	3933
9_23	2013	Bloody Mary	2014	70	4022
7_43	1497	Draft Beer	3969	50	4138
9_44	2013	Mojito	4174	75	4256
10_24	2089	B52	2092	200	4519
9_46	2013	Mojito	4371	75	4620
10_47	2089	Tequila shot	4530	20	4663
11_27	2432	Pina Colada	2435	100	4784
9_48	2013	Cider	4735	25	4841
12_29	2668	Mojito	2669	75	4940
9_50	2013	Beer	4943	25	4985
11_49	2432	Bloody Mary	4907	70	5073
9_52	2013	Cider	5086	25	5118
12_51	2668	Draft Beer	5051	50	5186
13_31	2917	Bloody Mary	2918	70	5278
9_53	2013	Margarita	5223	75	5379
11_54	2432	Tequila shot	5224	20	5423
12_55	2668	Gin and Tonic	5287	40	5485
9_57	2013	Martini	5460	60	5567
13_56	2917	Bloody Mary	5430	70	5660
12_58	2668	Red Wine	5596	25	5703
14_38	3436	Tequila shot	3437	20	5748
14_59	3436	B52	5752	200	5975
12_60	2668	B52	5854	200	6224
15_45	4342	Mojito	4347	75	6333
