primary_key	patron_arrival_time	drink_name	order_arrival_time	prepTime	order_completion_time
0_1	372	Pina Colada	406	100	511
0_2	372	Mojito	639	75	718
0_3	372	White Wine	834	25	861
0_4	372	Draft Beer	1019	50	1072
1_5	1040	Cosmopolitan	1041	65	1157
2_6	1158	Tequila shot	1161	20	1205
0_7	372	Gin and Tonic	1175	40	1265
2_8	1158	Cosmopolitan	1209	65	1353
1_9	1040	Draft Beer	1210	50	1430
3_10	1341	Cider	1342	25	1477
0_11	372	B52	1376	200	1704
1_12	1040	Margarita	1535	75	1813
3_13	1341	Red Wine	1578	25	1859
0_14	372	Cosmopolitan	1716	65	1945
1_15	1040	B52	1898	200	2176
4_16	1949	Margarita	1952	75	2277
0_17	372	Draft Beer	1997	50	2369
5_18	1997	Cosmopolitan	1998	65	2462
3_19	1341	White Wine	2010	25	2513
6_20	2026	Margarita	2028	75	2611
1_21	1040	Cider	2187	25	2663
7_22	2208	Mojito	2209	75	2759
4_23	1949	B52	2359	200	2985
8_24	2391	Draft Beer	2392	50	3064
9_25	2414	Vodka shot	2428	20	3107
10_26	2508	Cosmopolitan	2509	65	3193
3_27	1341	Draft Beer	2664	50	3269
6_28	2026	White Wine	2693	25	3323
11_29	2718	Cider	2720	25	3368
1_30	1040	Draft Beer	2767	50	3439
7_31	2208	Red Wine	2872	25	3491
4_32	1949	Gin and Tonic	2996	40	3554
9_33	2414	Draft Beer	3111	50	3631
8_34	2391	White Wine	3165	25	3683
10_35	2508	Bloody Mary	3244	70	3771
3_36	1341	B52	3370	200	4001
6_37	2026	Mojito	3474	75	4099
7_38	2208	Bloody Mary	3646	70	4194
4_39	1949	Draft Beer	3665	50	4270
12_40	3669	Martini	3670	60	4359
9_41	2414	Beer	3736	25	4411
10_42	2508	Bloody Mary	3924	70	4505
3_43	1341	Martini	4012	60	4590
6_44	2026	Red Wine	4210	25	4641
7_45	2208	Mojito	4347	75	4742
4_46	1949	Tequila shot	4371	20	4784
12_47	3669	Red Wine	4474	25	4828
9_48	2414	Cider	4516	25	4876
10_49	2508	Vodka shot	4656	20	4915
6_50	2026	Beer	4792	25	4965
7_51	2208	B52	4854	200	5189
10_52	2508	Vodka shot	4919	20	5240
9_53	2414	Pina Colada	4977	100	5363
12_54	3669	Vodka shot	4979	20	5415
7_55	2208	B52	5200	200	5641
10_56	2508	Red Wine	5244	25	5699
12_57	3669	Cider	5419	25	5744
9_58	2414	Draft Beer	5490	50	5815
12_59	3669	White Wine	5845	25	5871
10_60	2508	Martini	5850	60	5958
12_61	3669	B52	6023	200	4881
