primary_key	patron_arrival_time	drink_name	order_arrival_time	prepTime	order_completion_time
4_151	323	B52	9530	200	11998
2_152	256	Draft Beer	9545	50	12067
9_153	1009	Martini	9633	60	12145
3_154	259	Beer	9636	25	12186
10_155	1014	Gin and Tonic	9797	40	12240
14_156	1088	Tequila shot	9879	20	12279
13_157	1063	Draft Beer	9957	50	12350
15_158	1181	B52	10185	200	12571
16_159	1253	Beer	10374	25	12619
22_160	2001	Draft Beer	10444	50	12710
17_161	1273	B52	10528	200	12934
26_162	2246	Vodka shot	10543	20	12979
18_163	1387	Mojito	10615	75	13075
25_164	2134	Red Wine	10768	25	13124
34_165	2917	Martini	10928	60	13205
29_166	2499	Gin and Tonic	10932	40	13269
30_167	2533	Gin and Tonic	10992	40	13329
32_168	2668	Gin and Tonic	11169	40	13391
33_169	2683	Martini	11242	60	13471
38_170	4342	White Wine	11368	25	13521
36_171	3436	Draft Beer	11467	50	13589
41_172	5109	Pina Colada	11599	100	13716
42_173	5889	Draft Beer	11644	50	13788
43_174	6246	Bloody Mary	11750	70	13881
4_175	323	Gin and Tonic	12009	40	13945
2_176	256	White Wine	12168	25	14002
9_177	1009	Bloody Mary	12256	70	14096
14_178	1088	Cosmopolitan	12283	65	14185
10_179	1014	White Wine	12350	25	14231
13_180	1063	Cider	12454	25	14287
15_181	1181	Tequila shot	12582	20	14333
16_182	1253	White Wine	12719	25	14379
22_183	2001	White Wine	12810	25	14428
17_184	1273	Gin and Tonic	12945	40	14493
26_185	2246	Pina Colada	12983	100	14619
18_186	1387	Beer	13189	25	14684
25_187	2134	Pina Colada	13278	100	14807
34_188	2917	Cosmopolitan	13318	65	14901
29_189	2499	Mojito	13383	75	15006
30_190	2533	Cosmopolitan	13440	65	15093
32_191	2668	Vodka shot	13501	20	15140
33_192	2683	White Wine	13583	25	15185
38_193	4342	Cider	13675	25	15232
42_194	5889	Martini	13888	60	15316
43_195	6246	White Wine	14033	25	15365
2_196	256	Mojito	14153	75	15461
14_197	1088	Vodka shot	14238	20	15506
15_198	1181	White Wine	14336	25	15549
10_199	1014	B52	14382	200	15773
16_200	1253	Vodka shot	14531	20	15821
18_201	1387	Gin and Tonic	14786	40	15882
29_202	2499	Draft Beer	15119	50	15954
30_203	2533	Cider	15144	25	16030
38_204	4342	Cider	15333	25	16079
33_205	2683	Draft Beer	15336	50	16153
14_206	1088	Draft Beer	15509	50	16225
43_207	6246	Draft Beer	15516	50	16299
15_208	1181	Mojito	15701	75	16400
29_209	2499	Martini	16055	60	16483
30_210	2533	White Wine	16131	25	16533
38_211	4342	Red Wine	16179	25	16583
43_212	6246	Gin and Tonic	16400	40	16650
