primary_key	patron_arrival_time	drink_name	order_arrival_time	prepTime	order_completion_time
0_1	372	Pina Colada	403	100	509
0_2	372	Mojito	637	75	716
1_3	675	White Wine	680	25	773
1_4	675	Draft Beer	928	50	981
2_5	969	Cosmopolitan	972	65	1070
1_7	675	Gin and Tonic	1083	40	1134
2_8	969	Cosmopolitan	1122	65	1222
3_6	1040	Tequila shot	1041	20	1266
1_11	675	B52	1246	200	1488
1_16	675	Margarita	1500	75	1593
3_12	1040	Margarita	1270	75	1697
1_17	675	Draft Beer	1677	50	1770
3_20	1040	Margarita	1778	75	1871
4_9	1158	Draft Beer	1160	50	1953
3_23	1040	B52	1953	200	2182
3_27	1040	Draft Beer	2193	50	2262
4_26	1158	Cosmopolitan	2055	65	2353
3_29	1040	Cider	2362	25	2398
5_10	1221	Cider	1223	25	2444
6_13	1267	Red Wine	1281	25	2490
3_32	1040	Gin and Tonic	2499	40	2553
5_34	1221	White Wine	2544	25	2600
7_14	1341	Cosmopolitan	1342	65	2685
6_36	1267	B52	2647	200	2909
5_39	1221	Draft Beer	2751	50	2987
6_40	1267	Martini	2920	60	3068
5_45	1221	Mojito	3089	75	3170
6_46	1267	Tequila shot	3183	20	3217
6_47	1267	Red Wine	3220	25	3262
7_38	1341	Bloody Mary	2737	70	3359
8_15	1405	B52	1408	200	3592
7_50	1341	Beer	3511	25	3648
9_18	1678	Cosmopolitan	1679	65	3735
7_52	1341	Vodka shot	3749	20	3783
7_54	1341	Vodka shot	3787	20	2416
7_55	1341	B52	2420	200	2639
7_57	1341	Cider	2651	25	2697
9_53	1678	Pina Colada	3786	100	2819
10_19	1708	White Wine	1709	25	2871
11_21	1907	Cider	1908	25	2988
12_22	1949	Mojito	1950	75	3083
10_60	1708	Martini	3022	60	3185
11_61	1907	B52	3093	200	3420
11_63	1907	Red Wine	3432	25	3476
12_62	1949	Draft Beer	3195	50	3549
13_24	1997	Draft Beer	1999	50	3624
14_25	2026	Vodka shot	2028	20	3668
12_64	1949	Cider	3650	25	3713
13_66	1997	Margarita	3725	75	3808
12_67	1949	Cider	3813	25	3866
14_65	2026	B52	3671	200	4089
12_69	1949	Red Wine	3967	25	4143
13_68	1997	Vodka shot	3890	20	4183
13_71	1997	Vodka shot	4186	20	4222
13_72	1997	Margarita	4225	75	4316
12_73	1949	Tequila shot	4294	20	4359
14_70	2026	Beer	4100	25	4402
13_74	1997	Pina Colada	4397	100	4521
14_75	2026	Martini	4507	60	4610
15_28	2208	White Wine	2209	25	4657
13_76	1997	Gin and Tonic	4642	40	4716
14_77	2026	Pina Colada	4725	100	4837
13_79	1997	Tequila shot	4826	20	4880
15_78	2208	Cider	4808	25	4924
16_30	2391	Draft Beer	2393	50	4995
17_31	2414	Red Wine	2415	25	5040
18_33	2508	Draft Beer	2509	50	5110
19_35	2585	Bloody Mary	2586	70	5200
17_80	2414	Red Wine	5191	25	5252
18_81	2508	Gin and Tonic	5213	40	5313
20_37	2718	Mojito	2719	75	5411
17_83	2414	Mojito	5403	75	5513
18_84	2508	Draft Beer	5424	50	5591
19_82	2585	Pina Colada	5351	100	5712
18_86	2508	Tequila shot	5696	20	5762
18_87	2508	Pina Colada	5765	100	5883
19_88	2585	Mojito	5834	75	5989
20_85	2718	Vodka shot	5526	20	6027
20_89	2718	White Wine	6031	25	6070
21_41	2950	Beer	2951	25	6114
19_90	2585	Beer	6100	25	6159
22_42	2985	Martini	2988	60	6240
19_93	2585	Cider	6260	25	6288
20_92	2718	Bloody Mary	6223	70	6379
21_91	2950	Gin and Tonic	6215	40	6443
22_94	2985	B52	6354	200	6670
20_95	2718	Cider	6534	25	6718
21_96	2950	Draft Beer	6555	50	6788
22_97	2985	White Wine	6681	25	6832
23_43	2986	Bloody Mary	2988	70	6927
21_98	2950	Red Wine	6889	25	6979
22_99	2985	Vodka shot	6989	20	7021
24_44	3050	Red Wine	3053	25	7066
23_100	2986	Margarita	7078	75	7162
21_101	2950	Cosmopolitan	7132	65	7257
23_103	2986	Beer	7243	25	7302
21_104	2950	Mojito	7310	75	7397
23_105	2986	Cider	7403	25	7450
24_102	3050	Cosmopolitan	7218	65	7534
21_106	2950	Cosmopolitan	7511	65	7629
23_107	2986	Red Wine	7551	25	7678
24_108	3050	Draft Beer	7587	50	7753
25_48	3450	Cider	3452	25	7800
26_49	3497	Vodka shot	3500	20	7841
23_109	2986	Beer	7830	25	7884
24_110	3050	Beer	7854	25	7928
25_111	3450	Vodka shot	7901	20	7967
23_112	2986	Margarita	7985	75	8063
24_113	3050	Bloody Mary	8034	70	8159
23_114	2986	Tequila shot	8147	20	8201
27_51	3669	B52	3671	200	8421
24_115	3050	Cider	8316	25	8476
27_116	3669	Cider	8432	25	8520
28_56	3924	Red Wine	2520	25	8564
24_117	3050	Draft Beer	8577	50	8634
27_118	3669	Draft Beer	8623	50	8774
24_120	3050	Bloody Mary	8735	70	8871
27_121	3669	White Wine	8877	25	8927
28_119	3924	Beer	8718	25	8969
29_58	4188	Draft Beer	2785	50	9040
30_59	4344	White Wine	2940	25	9085
27_123	3669	Pina Colada	9078	100	9204
28_122	3924	Mojito	9070	75	9310
27_126	3669	Beer	9325	25	9366
29_124	4188	Red Wine	9143	25	9410
28_127	3924	B52	9421	200	9629
27_128	3669	Red Wine	9468	25	9681
29_129	4188	Draft Beer	9561	50	9750
30_125	4344	Red Wine	9237	25	9801
