primary_key	patron_arrival_time	drink_name	order_arrival_time	prepTime	order_completion_time
1_1	125	White Wine	136	25	163
0_2	117	B52	137	200	409
2_3	191	Tequila shot	193	20	462
3_4	250	Vodka shot	254	20	514
4_5	277	Cider	280	25	561
5_6	288	Mojito	290	75	659
1_7	125	Cosmopolitan	315	65	769
0_8	117	Red Wine	420	25	833
6_9	459	Red Wine	461	25	883
2_10	191	Vodka shot	466	20	923
7_11	487	Tequila shot	489	20	961
3_12	250	Draft Beer	518	50	1031
4_13	277	Beer	666	25	1081
8_14	668	Red Wine	671	25	1125
9_15	747	Gin and Tonic	749	40	1186
10_16	768	Vodka shot	770	20	1227
5_17	288	Gin and Tonic	771	40	1285
2_18	191	Mojito	927	75	1383
7_19	487	Vodka shot	965	20	1430
6_20	459	Red Wine	1037	25	1475
3_21	250	Vodka shot	1134	20	1519
11_22	1132	Mojito	1148	75	1616
4_23	277	Bloody Mary	1184	70	1710
12_24	1205	White Wine	1207	25	1759
10_25	768	Pina Colada	1230	100	1882
9_26	747	Pina Colada	1297	100	2014
13_27	1310	Beer	1312	25	2064
5_28	288	B52	1396	200	2286
7_29	487	Margarita	1434	75	2390
2_30	191	Martini	1499	60	2473
14_31	1576	Martini	1578	60	2557
15_32	1674	White Wine	1676	25	2604
16_33	1686	Mojito	1696	75	2698
17_34	1724	Cider	1726	25	2747
11_35	1132	Beer	1727	25	2791
4_36	277	Mojito	1868	75	2886
12_37	1205	Gin and Tonic	1910	40	2948
18_38	1971	Cosmopolitan	1973	65	3035
19_39	1978	Cider	1980	25	3082
10_40	768	Draft Beer	2009	50	3153
20_41	2014	Draft Beer	2028	50	3224
21_42	2048	B52	2051	200	3454
22_43	2117	Beer	2123	25	3499
9_44	747	Red Wine	2136	25	3542
23_45	2135	White Wine	2137	25	3585
24_46	2161	Draft Beer	2167	50	3653
13_47	1310	Martini	2170	60	3739
25_48	2228	White Wine	2231	25	3784
5_49	288	Red Wine	2297	25	3829
26_50	2423	B52	2425	200	4055
27_51	2453	Cosmopolitan	2456	65	4149
7_52	487	Gin and Tonic	2475	40	4223
14_53	1576	Mojito	2668	75	4332
28_54	2687	Red Wine	2690	25	4389
29_55	2729	Cosmopolitan	2731	65	4472
16_56	1686	Pina Colada	2809	100	4595
17_57	1724	Mojito	2849	75	4700
30_58	2998	Vodka shot	3000	20	4741
31_59	3029	Tequila shot	3031	20	4780
32_60	3040	Tequila shot	3042	20	4820
12_61	1205	Margarita	3059	75	4919
18_62	1971	Bloody Mary	3086	70	5018
33_63	3195	Bloody Mary	3197	70	5110
10_64	768	Margarita	3258	75	5212
20_65	2014	Vodka shot	3326	20	5256
21_66	2048	Mojito	3465	75	5351
34_67	3472	Bloody Mary	3474	70	5447
35_68	3490	Mojito	3492	75	5550
22_69	2117	White Wine	3604	25	5605
9_70	747	B52	3693	200	5832
23_71	2135	White Wine	3737	25	5885
24_72	2161	White Wine	3755	25	5927
13_73	1310	Vodka shot	3853	20	5965
25_74	2228	Tequila shot	3936	20	6001
36_75	3961	Bloody Mary	3967	70	6089
5_76	288	Margarita	3981	75	6184
26_77	2423	Martini	4066	60	6267
37_78	4090	Martini	4092	60	6347
38_79	4100	White Wine	4104	25	6394
27_80	2453	Bloody Mary	4200	70	6479
7_81	487	B52	4336	200	6701
14_82	1576	Martini	4443	60	6787
39_83	4479	Red Wine	4483	25	6832
29_84	2729	Gin and Tonic	4525	40	6888
28_85	2687	Vodka shot	4546	20	6925
16_86	1686	Beer	4716	25	6965
17_87	1724	Martini	4811	60	7041
32_88	3040	White Wine	4824	25	7085
12_89	1205	Beer	5001	25	7125
40_90	5138	Vodka shot	5141	20	7160
18_91	1971	Tequila shot	5171	20	7194
33_92	3195	Draft Beer	5262	50	7258
10_93	768	B52	5293	200	7475
21_94	2048	Vodka shot	5466	20	7523
34_95	3472	B52	5599	200	7737
22_96	2117	B52	5762	200	7967
25_97	2228	Cosmopolitan	6005	65	8055
23_98	2135	Martini	6036	60	8134
24_99	2161	Mojito	6080	75	8228
26_100	2423	Red Wine	6378	25	8281
37_101	4090	B52	6459	200	8506
38_102	4100	Vodka shot	6545	20	8567
27_103	2453	Margarita	6631	75	8661
28_104	2687	B52	6928	200	8886
39_105	4479	Martini	6983	60	8973
29_106	2729	Margarita	6999	75	9070
16_107	1686	Vodka shot	7070	20	9110
40_108	5138	Pina Colada	7163	100	9229
18_109	1971	Cider	7198	25	9273
12_110	1205	Margarita	7225	75	9366
32_111	3040	Pina Colada	7236	100	9489
33_112	3195	Martini	7359	60	9567
10_113	768	Vodka shot	7487	20	9606
21_114	2048	Tequila shot	7527	20	9646
41_115	7782	Cosmopolitan	7785	65	9730
22_116	2117	Mojito	7978	75	9830
25_117	2228	Cider	8107	25	9883
24_118	2161	Margarita	8342	75	9988
26_119	2423	Mojito	8432	75	10093
37_120	4090	Martini	8518	60	10175
38_121	4100	Gin and Tonic	8570	40	10235
28_122	2687	Gin and Tonic	8897	40	10296
39_123	4479	Pina Colada	9083	100	10415
16_124	1686	Margarita	9114	75	10511
29_125	2729	Bloody Mary	9154	70	10616
18_126	1971	Mojito	9374	75	10718
12_127	1205	Vodka shot	9448	20	10824
32_128	3040	Gin and Tonic	9609	40	10896
10_129	768	B52	9610	200	11124
21_130	2048	Beer	9649	25	11173
33_131	3195	Pina Colada	9683	100	11294
41_132	7782	Red Wine	9783	25	11339
22_133	2117	Red Wine	9945	25	11384
25_134	2228	Vodka shot	9985	20	11423
24_135	2161	Cider	10069	25	11467
26_136	2423	Margarita	10205	75	11563
37_137	4090	Cider	10287	25	11614
38_138	4100	B52	10347	200	11838
28_139	2687	Cosmopolitan	10408	65	11933
39_140	4479	Beer	10535	25	11983
16_141	1686	Beer	10595	25	12024
29_142	2729	Pina Colada	10769	100	12144
12_143	1205	Martini	10827	60	12227
18_144	1971	Vodka shot	10830	20	12267
32_145	3040	B52	11007	200	12484
10_146	768	Martini	11134	60	12573
21_147	2048	Vodka shot	11278	20	12616
25_148	2228	Mojito	11426	75	12707
41_149	7782	Red Wine	11490	25	12758
22_150	2117	Beer	11541	25	12803
24_151	2161	Red Wine	11568	25	12846
26_152	2423	Red Wine	11644	25	12887
37_153	4090	Tequila shot	11714	20	12921
29_154	2729	Margarita	12266	75	13015
18_155	1971	Cosmopolitan	12270	65	13102
12_156	1205	B52	12338	200	13329
32_157	3040	Bloody Mary	12495	70	13424
21_158	2048	Cider	12619	25	13476
25_159	2228	Tequila shot	12818	20	13511
41_160	7782	Martini	12909	60	12208
37_161	4090	Mojito	12925	75	12302
24_162	2161	B52	13000	200	12533
26_163	2423	Vodka shot	13038	20	12580
29_164	2729	Vodka shot	13097	20	12617
18_165	1971	Bloody Mary	13154	70	12706
32_166	3040	Mojito	12198	75	12811
21_167	2048	Red Wine	12200	25	12867
41_168	7782	B52	12321	200	13089
37_169	4090	Pina Colada	12413	100	13215
32_170	3040	Pina Colada	12922	100	13342
