primary_key	patron_arrival_time	drink_name	order_arrival_time	prepTime	order_completion_time
0_1	117	B52	134	200	338
0_4	117	Vodka shot	350	20	402
0_5	117	Cider	406	25	455
1_2	191	White Wine	195	25	501
2_3	250	Tequila shot	255	20	543
2_7	250	Cosmopolitan	546	65	630
3_6	487	Mojito	492	75	726
1_8	191	Red Wine	653	25	847
2_10	250	Vodka shot	682	20	891
2_14	250	Red Wine	895	25	942
3_13	487	Beer	837	25	990
1_15	191	Gin and Tonic	998	40	1052
4_9	668	Red Wine	671	25	1098
2_17	250	Gin and Tonic	1093	40	1158
3_16	487	Vodka shot	1093	20	1199
3_18	487	Mojito	1202	75	1294
4_20	668	Red Wine	1248	25	1340
5_11	747	Tequila shot	750	20	1387
5_21	747	Vodka shot	1390	20	1427
5_22	747	Mojito	1431	75	1528
4_23	668	Bloody Mary	1491	70	1622
5_25	747	Pina Colada	1639	100	1743
4_29	668	Margarita	1773	75	1850
5_30	747	Martini	1864	60	1942
4_31	668	Martini	1931	60	2021
6_12	768	Draft Beer	771	50	2092
7_19	1205	Vodka shot	1208	20	2132
7_35	1205	Beer	2135	25	2182
6_38	768	Cosmopolitan	2192	65	2271
7_40	1205	Draft Beer	2283	50	2342
6_41	768	Draft Beer	2322	50	2413
8_24	1576	White Wine	1580	25	2459
7_42	1205	B52	2443	200	2684
6_43	768	Beer	2514	25	2729
7_46	1205	Draft Beer	2695	50	2798
8_44	1576	Red Wine	2613	25	2844
9_26	1674	Pina Colada	1677	100	2964
10_27	1686	Beer	1690	25	3011
8_47	1576	Martini	2995	60	3090
9_50	1674	B52	3087	200	3312
9_52	1674	Gin and Tonic	3322	40	3371
10_51	1686	Cosmopolitan	3111	65	3456
11_28	1724	B52	1727	200	3683
9_54	1674	Red Wine	3482	25	3731
10_55	1686	Cosmopolitan	3508	65	3820
11_56	1724	Pina Colada	3694	100	3939
9_57	1674	Mojito	3884	75	4036
12_32	1971	White Wine	1974	25	4083
11_58	1724	Vodka shot	4062	20	4122
9_59	1674	Tequila shot	4147	20	4168
13_33	2048	Mojito	2051	75	4263
12_60	1971	Tequila shot	4234	20	4305
12_61	1971	Margarita	4308	75	4401
13_62	2048	Bloody Mary	4374	70	4494
12_63	1971	Bloody Mary	4484	70	4585
14_34	2117	Cider	2120	25	4632
13_65	2048	Vodka shot	4645	20	4673
15_36	2135	Mojito	2138	75	4768
12_66	1971	Mojito	4736	75	4862
15_67	2135	Bloody Mary	4879	70	4955
12_68	1971	Mojito	4973	75	5051
16_37	2161	Gin and Tonic	2166	40	5109
15_69	2135	White Wine	5106	25	5153
12_70	1971	B52	5162	200	5376
15_72	2135	White Wine	5305	25	5427
16_71	2161	White Wine	5220	25	5477
17_39	2228	Cider	2231	25	5523
18_45	2687	White Wine	2690	25	5570
15_73	2135	Vodka shot	5578	20	5625
15_76	2135	Margarita	5629	75	5722
16_75	2161	Bloody Mary	5628	70	5814
15_78	2135	Martini	5803	60	5895
17_74	2228	Tequila shot	5624	20	5935
17_79	2228	White Wine	5938	25	5983
15_81	2135	B52	6007	200	6209
16_80	2161	Bloody Mary	5966	70	6303
17_82	2228	Martini	6138	60	6387
18_77	2687	Martini	5721	60	6472
16_83	2161	Red Wine	6455	25	6520
17_84	2228	Gin and Tonic	6498	40	6581
18_85	2687	Vodka shot	6585	20	6622
18_86	2687	Beer	6626	25	6673
16_87	2161	Martini	6672	60	6758
17_88	2228	White Wine	6692	25	6803
18_89	2687	Beer	6774	25	6853
16_90	2161	Vodka shot	6868	20	6895
16_91	2161	Tequila shot	6899	20	6940
17_92	2228	Draft Beer	6953	50	7025
18_93	2687	B52	6954	200	7250
19_48	3029	White Wine	3033	25	7299
20_49	3040	Red Wine	3043	25	7347
21_53	3472	Mojito	3477	75	7445
19_94	3029	Vodka shot	7450	20	7484
19_95	3029	B52	7488	200	7704
19_98	3029	Martini	7715	60	7787
20_96	3040	B52	7498	200	8016
19_99	3029	Mojito	7901	75	8113
20_100	3040	Red Wine	8026	25	8159
21_97	3472	Cosmopolitan	7560	65	8245
19_101	3029	B52	8227	200	8471
19_104	3029	B52	8482	200	8697
19_105	3029	Martini	8708	60	8793
20_103	3040	Margarita	8314	75	8889
21_102	3472	Vodka shot	8296	20	8933
21_106	3472	Margarita	8936	75	9027
20_107	3040	Vodka shot	8970	20	9066
22_64	4479	Margarita	4484	75	9161
21_108	3472	Pina Colada	9109	100	9283
22_109	4479	Cider	9242	25	9329
21_110	3472	Margarita	9409	75	9485
21_111	3472	Pina Colada	9569	100	9674
21_112	3472	Martini	9799	60	9862
