primary_key	patron_arrival_time	drink_name	order_arrival_time	prepTime	order_completion_time
0_1	1	Tequila shot	21	20	42
0_2	1	Pina Colada	46	100	190
1_3	43	Draft Beer	49	50	267
2_4	256	Cider	264	25	312
3_5	259	B52	266	200	532
0_6	1	Red Wine	311	25	576
4_7	323	B52	330	200	796
1_8	43	Vodka shot	371	20	836
5_9	363	Pina Colada	371	100	958
2_10	256	Pina Colada	414	100	1079
6_11	513	Red Wine	522	25	1125
3_12	259	Pina Colada	542	100	1248
7_13	566	Draft Beer	580	50	1321
0_14	1	Cider	728	25	1372
8_15	757	Mojito	764	75	1473
4_16	323	Red Wine	808	25	1519
1_17	43	Beer	840	25	1565
9_18	1009	Mojito	1016	75	1724
10_19	1014	Gin and Tonic	1020	40	1786
11_20	1025	B52	1031	200	2012
12_21	1061	Margarita	1067	75	2117
13_22	1063	Beer	1069	25	2175
5_23	363	Bloody Mary	1078	70	2274
14_24	1088	B52	1094	200	2501
15_25	1181	B52	1188	200	2729
2_26	256	B52	1200	200	2959
16_27	1253	Pina Colada	1259	100	3081
6_28	513	Martini	1277	60	3161
17_29	1273	Mojito	1279	75	3256
3_30	259	Beer	1369	25	3302
18_31	1387	Bloody Mary	1393	70	3392
7_32	566	Red Wine	1422	25	3438
19_33	1428	Tequila shot	1436	20	3479
0_34	1	Vodka shot	1473	20	3518
20_35	1497	Martini	1503	60	3597
8_36	757	Tequila shot	1584	20	3639
1_37	43	Cosmopolitan	1666	65	3723
4_38	323	Tequila shot	1670	20	3766
21_39	1716	Tequila shot	1723	20	3806
9_40	1009	B52	1835	200	4027
10_41	1014	Bloody Mary	1899	70	4119
22_42	2001	White Wine	2008	25	4163
23_43	2013	Draft Beer	2019	50	4234
11_44	1025	Mojito	2024	75	4330
24_45	2089	Mojito	2096	75	4427
25_46	2134	Mojito	2140	75	4523
12_47	1061	Tequila shot	2197	20	4560
26_48	2246	Cider	2253	25	4605
13_49	1063	Bloody Mary	2278	70	4695
27_50	2354	Beer	2363	25	4740
5_51	363	Draft Beer	2426	50	4810
28_52	2432	Cider	2439	25	4855
29_53	2499	Margarita	2505	75	4950
14_54	1088	Tequila shot	2512	20	4990
