primary_key	patron_arrival_time	drink_name	order_arrival_time	prepTime	order_completion_time
0_1	323	Tequila shot	340	20	365
1_2	363	Pina Colada	365	100	511
2_4	513	Cider	517	25	574
3_5	566	B52	582	200	801
0_3	323	Draft Beer	369	50	884
1_6	363	Red Wine	634	25	936
2_7	513	B52	677	200	1163
4_10	1063	Pina Colada	1066	100	1293
5_12	1088	Pina Colada	1089	100	1424
6_13	1387	Draft Beer	1388	50	1497
7_15	1497	Mojito	1498	75	1597
3_8	566	Vodka shot	813	20	1644
4_14	1063	Cider	1420	25	1690
6_16	1387	Red Wine	1600	25	1736
8_19	1716	Gin and Tonic	1717	40	1797
7_18	1497	Mojito	1708	75	1895
8_22	1716	Beer	1909	25	1942
0_9	323	Pina Colada	986	100	2067
9_24	2013	B52	2014	200	2298
10_26	2089	B52	2092	200	2534
11_29	2432	Mojito	2446	75	2638
9_28	2013	Martini	2309	60	2730
12_31	2668	Bloody Mary	2669	70	2827
10_30	2089	Beer	2545	25	2880
11_32	2432	Red Wine	2749	25	2926
13_34	2917	Vodka shot	2918	20	2965
13_35	2917	Martini	2969	60	3045
12_36	2668	Tequila shot	2978	20	3094
1_11	363	Red Wine	1087	25	3140
3_17	566	Beer	1648	25	3186
4_20	1063	B52	1792	200	3406
6_21	1387	Margarita	1887	75	3503
14_41	3436	Bloody Mary	3439	70	3605
7_23	1497	Bloody Mary	2011	70	3728
14_43	3436	Draft Beer	3756	50	3829
8_25	1716	B52	2045	200	4072
0_27	323	Pina Colada	2189	100	4205
9_33	2013	Tequila shot	2843	20	4252
11_37	2432	Cosmopolitan	3077	65	4338
15_48	4342	Cider	4343	25	4391
12_38	2668	Tequila shot	3098	20	4431
1_39	363	Tequila shot	3292	20	4470
4_40	1063	B52	3417	200	4694
6_42	1387	White Wine	3585	25	4757
7_44	1497	Mojito	3884	75	4854
8_45	1716	Mojito	4083	75	4956
9_46	2013	Mojito	4256	75	5058
0_47	323	Tequila shot	4329	20	5108
12_49	2668	Bloody Mary	4435	70	5198
1_50	363	Beer	4474	25	5250
6_51	1387	Draft Beer	4909	50	5319
7_52	1497	Cider	4970	25	5365
8_53	1716	Margarita	5068	75	5467
0_54	323	Tequila shot	5112	20	5515
9_55	2013	Gin and Tonic	5174	40	5575
12_56	2668	Bloody Mary	5349	70	5665
1_57	363	Martini	5350	60	5745
9_58	2013	Red Wine	5690	25	5797
9_59	2013	B52	5955	200	6164
9_60	2013	B52	6175	200	6402
