primary_key	patron_arrival_time	drink_name	order_arrival_time	prepTime	order_completion_time
0_1	117	B52	143	200	348
0_8	117	Red Wine	360	25	430
1_2	125	White Wine	143	25	491
2_3	191	Tequila shot	199	20	542
2_11	191	Tequila shot	546	20	592
0_12	117	Draft Beer	582	50	667
1_13	125	Beer	644	25	718
3_4	208	Vodka shot	217	20	761
0_17	117	Gin and Tonic	768	40	824
1_19	125	Vodka shot	819	20	870
1_20	125	Red Wine	874	25	919
3_16	208	Vodka shot	765	20	966
3_21	208	Vodka shot	969	20	1009
3_22	208	Mojito	1013	75	1112
1_23	125	Bloody Mary	1072	70	1205
3_26	208	Pina Colada	1224	100	1332
4_5	250	Cider	258	25	1442
5_6	277	Mojito	285	75	1545
6_7	288	Cosmopolitan	296	65	1640
5_29	277	Margarita	1658	75	1740
6_31	288	Martini	1691	60	1870
5_35	277	Beer	1822	25	1925
7_9	459	Red Wine	471	25	1984
6_37	288	Gin and Tonic	1982	40	2054
5_40	277	Draft Beer	2027	50	2129
7_43	459	Beer	2135	25	2184
6_45	288	White Wine	2165	25	2240
8_10	487	Vodka shot	495	20	2291
8_48	487	White Wine	2295	25	2350
9_14	668	Red Wine	676	25	2412
6_49	288	Red Wine	2391	25	2459
10_15	747	Gin and Tonic	756	40	2520
8_52	487	Gin and Tonic	2501	40	2581
9_53	668	Mojito	2564	75	2680
6_54	288	Red Wine	2611	25	2723
8_56	487	Pina Colada	2692	100	2843
9_59	668	Tequila shot	2791	20	2889
6_60	288	Tequila shot	2874	20	2945
6_61	288	Margarita	2949	75	3041
8_62	487	Bloody Mary	2964	70	3134
10_55	747	Cosmopolitan	2631	65	3220
11_18	768	Mojito	776	75	3319
8_68	487	Mojito	3285	75	3419
10_67	747	Bloody Mary	3270	70	3510
8_71	487	White Wine	3530	25	3567
12_24	1132	White Wine	1141	25	3613
13_25	1205	Pina Colada	1216	100	3734
8_72	487	White Wine	3718	25	3781
12_74	1132	Tequila shot	3764	20	3824
12_75	1132	Bloody Mary	3827	70	3916
13_76	1205	Margarita	3855	75	4015
14_27	1310	Beer	1318	25	4060
12_78	1132	Martini	4067	60	4141
13_79	1205	White Wine	4096	25	4192
14_82	1310	Martini	4161	60	4271
12_83	1132	Red Wine	4255	25	4316
15_28	1576	B52	1585	200	4545
12_85	1132	Vodka shot	4471	20	4584
14_84	1310	Gin and Tonic	4383	40	4644
16_30	1674	Martini	1683	60	4728
17_32	1686	White Wine	1694	25	4774
14_87	1310	Martini	4755	60	4858
16_88	1674	White Wine	4840	25	4905
17_89	1686	Beer	4925	25	4953
14_90	1310	Vodka shot	4969	20	4999
14_91	1310	Tequila shot	5003	20	5042
14_92	1310	Draft Beer	5046	50	5114
17_93	1686	B52	5054	200	5339
14_95	1310	B52	5214	200	5567
17_96	1686	B52	5350	200	5794
17_97	1686	Cosmopolitan	5805	65	5881
18_33	1724	Mojito	1734	75	5978
17_98	1686	Martini	5932	60	6061
19_34	1730	Cider	1754	25	6104
18_99	1724	Mojito	6089	75	6200
17_100	1686	Red Wine	6172	25	6247
19_101	1730	B52	6208	200	6479
17_103	1686	Margarita	6399	75	6577
18_102	1724	Vodka shot	6311	20	6618
18_105	1724	Martini	6622	60	6699
19_104	1730	B52	6490	200	6919
18_106	1724	Margarita	6813	75	7014
20_36	1971	Mojito	1979	75	7116
18_107	1724	Vodka shot	7097	20	7170
21_38	1978	Cosmopolitan	1987	65	7277
20_108	1971	Pina Colada	7227	100	7526
21_109	1978	Cider	7348	25	7597
22_39	2014	Cider	2022	25	7657
20_110	1971	Margarita	7648	75	7766
21_111	1978	Pina Colada	7698	100	7894
20_114	1971	Tequila shot	7847	20	7935
20_115	1971	Cosmopolitan	7938	65	8126
21_116	1978	Mojito	8017	75	8231
20_117	1971	Cider	8178	25	8286
22_112	2014	Martini	7759	60	8371
20_119	1971	Mojito	8387	75	8468
21_118	1978	Margarita	8344	75	8564
22_120	2014	Martini	8481	60	8645
21_121	1978	Gin and Tonic	8648	40	8705
23_41	2048	Draft Beer	2056	50	8774
