primary_key	patron_arrival_time	drink_name	order_arrival_time	prepTime	order_completion_time
0_1	323	Tequila shot	356	20	377
1_2	363	Pina Colada	365	100	555
0_3	323	Draft Beer	382	50	657
2_4	513	Cider	516	25	722
3_5	566	B52	575	200	954
1_6	363	Red Wine	676	25	1014
0_7	323	B52	763	200	1254
2_8	513	Vodka shot	825	20	1310
4_9	1063	Pina Colada	1064	100	1444
5_10	1088	Pina Colada	1090	100	1572
1_11	363	Red Wine	1166	25	1626
0_12	323	Pina Colada	1265	100	1752
2_13	513	Draft Beer	1314	50	1840
6_14	1387	Cider	1388	25	1895
7_15	1497	Mojito	1500	75	1999
5_16	1088	Red Wine	1694	25	2081
1_17	363	Beer	1778	25	2146
0_18	323	Mojito	1874	75	2336
2_19	513	Gin and Tonic	1945	40	2420
6_20	1387	B52	1996	200	2686
8_21	2089	Margarita	2090	75	2798
5_22	1088	Beer	2232	25	2863
9_23	2432	Bloody Mary	2433	70	2967
0_24	323	B52	2448	200	3196
2_25	513	B52	2533	200	3425
10_26	2668	B52	2671	200	3648
6_27	1387	Pina Colada	2697	100	3872
8_28	2089	Martini	2879	60	3951
5_29	1088	Mojito	2968	75	4051
9_30	2432	Beer	3124	25	4102
2_31	513	Bloody Mary	3435	70	4201
10_32	2668	Red Wine	3659	25	4261
6_33	1387	Tequila shot	3992	20	4313
8_34	2089	Vodka shot	4062	20	4377
5_35	1088	Martini	4164	60	4503
9_36	2432	Tequila shot	4206	20	4549
6_37	1387	Cosmopolitan	4317	65	4641
2_38	513	Tequila shot	4352	20	4692
8_39	2089	Tequila shot	4381	20	4739
11_40	4342	B52	4388	200	4970
9_41	2432	Bloody Mary	4553	70	5076
5_42	1088	White Wine	4614	25	5132
8_43	2089	Draft Beer	4744	50	5217
11_44	4342	Mojito	4981	75	5316
9_45	2432	Mojito	5226	75	5418
5_46	1088	Mojito	5285	75	5514
8_47	2089	Tequila shot	5319	20	5554
11_48	4342	Cider	5430	25	5598
9_49	2432	Bloody Mary	5529	70	5687
