primary_key	patron_arrival_time	drink_name	order_arrival_time	prepTime	order_completion_time
0_1	372	Pina Colada	402	100	508
0_2	372	Mojito	635	75	714
0_3	372	White Wine	831	25	857
0_4	372	Draft Beer	1010	50	1061
1_5	1040	Cosmopolitan	1041	65	1152
2_6	1158	Tequila shot	1159	20	1199
0_7	372	Gin and Tonic	1164	40	1257
1_9	1040	Draft Beer	1202	50	1330
3_10	1341	Cider	1342	25	1381
2_8	1158	Cosmopolitan	1202	65	1468
3_13	1341	Red Wine	1483	25	1517
1_12	1040	Margarita	1432	75	1614
0_11	372	B52	1373	200	1845
3_14	1341	Cosmopolitan	1670	65	1944
4_17	1949	Draft Beer	1950	50	2026
5_19	1997	White Wine	1998	25	2145
4_21	1949	Cider	2129	25	2194
3_18	1341	Cosmopolitan	1996	65	2291
0_16	372	Margarita	1857	75	2410
8_25	2391	Vodka shot	2393	20	2472
3_24	1341	Draft Beer	2342	50	2545
0_28	372	White Wine	2494	25	2601
10_29	2508	Cider	2509	25	2648
8_27	2391	Draft Beer	2475	50	2717
11_31	2718	Red Wine	2721	25	2767
10_32	2508	Gin and Tonic	2748	40	2828
3_30	1341	Draft Beer	2647	50	2900
9_26	2414	Cosmopolitan	2415	65	2985
10_33	2508	Draft Beer	2940	50	3054
9_34	2414	White Wine	3036	25	3104
6_20	2026	Margarita	2030	75	3202
10_35	2508	Bloody Mary	3156	70	3294
7_22	2208	Mojito	2212	75	3395
6_37	2026	Mojito	3286	75	3493
7_39	2208	Draft Beer	3510	50	3566
10_38	2508	Bloody Mary	3446	70	3662
12_41	3669	Beer	3670	25	3714
6_40	2026	Martini	3604	60	3797
12_44	3669	Red Wine	3815	25	3844
10_43	2508	Martini	3813	60	3924
7_42	2208	Bloody Mary	3671	70	4018
12_46	3669	Tequila shot	3995	20	4057
10_47	2508	Red Wine	4035	25	4102
12_48	3669	Cider	4061	25	4147
7_49	2208	Vodka shot	4170	20	4191
7_50	2208	Beer	4194	25	4234
6_45	2026	Mojito	3909	75	4341
7_52	2208	Vodka shot	4336	20	4394
1_15	1040	B52	1696	200	4628
1_54	1040	Vodka shot	4640	20	4689
6_53	2026	Pina Colada	4455	100	4814
4_23	1949	B52	2296	200	5057
4_56	1949	Red Wine	5068	25	5119
9_36	2414	B52	3255	200	5345
4_57	1949	Cider	5271	25	5398
9_58	2414	Draft Beer	5356	50	5467
12_51	3669	B52	4252	200	5698
9_59	2414	White Wine	5569	25	5756
12_60	3669	Martini	5710	60	5841
1_55	1040	B52	4693	200	6084
9_61	2414	B52	5913	200	6316
