primary_key	patron_arrival_time	drink_name	order_arrival_time	prepTime	order_completion_time
0_1	372	Pina Colada	408	100	511
0_2	372	Mojito	639	75	718
1_3	1040	White Wine	1044	25	1070
1_4	1040	Draft Beer	1223	50	1277
2_5	1949	Cosmopolitan	1951	65	2019
3_6	1997	Tequila shot	1999	20	2067
4_7	2026	Gin and Tonic	2028	40	2127
2_8	1949	Cosmopolitan	2070	65	2215
5_10	2208	Cider	2210	25	2268
3_9	1997	Draft Beer	2070	50	2340
4_11	2026	B52	2238	200	2564
6_13	2391	Red Wine	2394	25	2617
7_14	2414	Cosmopolitan	2416	65	2701
8_16	2508	Margarita	2510	75	2809
9_18	2718	Cosmopolitan	2720	65	2896
5_12	2208	Margarita	2372	75	2994
7_19	2414	White Wine	2752	25	3042
6_20	2391	Margarita	2769	75	3137
8_21	2508	Cider	2891	25	3182
3_15	1997	B52	2441	200	3405
4_17	2026	Draft Beer	2575	50	3481
5_22	2208	Mojito	3076	75	3581
7_23	2414	B52	3192	200	3809
10_27	3669	Draft Beer	3671	50	3890
8_24	2508	Draft Beer	3283	50	3971
10_30	3669	Draft Beer	3991	50	4044
3_25	1997	Vodka shot	3416	20	4090
4_26	2026	Cosmopolitan	3585	65	4181
5_28	2208	White Wine	3692	25	4231
7_29	2414	Cider	3820	25	4281
8_31	2508	Red Wine	4072	25	4327
3_32	1997	Gin and Tonic	4094	40	4391
10_33	3669	Draft Beer	4146	50	4466
4_34	2026	White Wine	4232	25	4515
7_35	2414	Bloody Mary	4382	70	4611
5_36	2208	B52	4382	200	4832
8_37	2508	Mojito	4478	75	4931
3_38	1997	Bloody Mary	4502	70	5028
10_39	3669	Draft Beer	4568	50	5104
4_40	2026	Martini	4667	60	5233
7_41	2414	Beer	4763	25	5288
5_42	2208	Bloody Mary	4842	70	5394
10_43	3669	Martini	5205	60	5475
4_44	2026	Red Wine	5345	25	5527
4_45	2026	Mojito	5681	75	5757
