primary_key	waiting_time	response_time	turnaround_time
1_1	1	1	27
0_2	70	70	272
2_3	249	249	269
3_4	239	239	260
4_5	255	255	281
5_6	293	293	369
1_7	388	388	454
0_8	387	387	413
6_9	397	397	422
2_10	436	436	457
7_11	452	452	472
3_12	462	462	513
4_13	390	390	415
8_14	428	428	454
9_15	397	397	437
10_16	436	436	457
5_17	473	473	514
2_18	380	380	456
7_19	445	445	465
6_20	413	413	438
3_21	364	364	385
11_22	392	392	468
4_23	455	455	526
12_24	526	526	552
10_25	550	550	652
9_26	614	614	717
13_27	727	727	752
5_28	688	688	890
7_29	880	880	956
2_30	913	913	974
14_31	918	918	979
15_32	902	902	928
16_33	926	926	1002
17_34	996	996	1021
11_35	1039	1039	1064
4_36	941	941	1018
12_37	998	998	1038
18_38	997	997	1062
19_39	1077	1077	1102
10_40	1093	1093	1144
20_41	1146	1146	1196
21_42	1196	1196	1403
22_43	1351	1351	1376
9_44	1380	1380	1406
23_45	1422	1422	1448
24_46	1436	1436	1486
13_47	1509	1509	1569
25_48	1528	1528	1553
5_49	1506	1506	1532
26_50	1423	1423	1630
27_51	1627	1627	1693
7_52	1708	1708	1748
14_53	1587	1587	1664
28_54	1673	1673	1699
29_55	1676	1676	1741
16_56	1686	1686	1786
17_57	1775	1775	1851
30_58	1720	1720	1741
31_59	1728	1728	1749
32_60	1758	1758	1778
12_61	1784	1784	1860
18_62	1861	1861	1932
33_63	1841	1841	1913
10_64	1877	1877	1954
20_65	1909	1909	1930
21_66	1810	1810	1886
34_67	1902	1902	1973
35_68	1981	1981	2058
22_69	1975	1975	2001
9_70	1931	1931	2139
23_71	2122	2122	2148
24_72	2147	2147	2172
13_73	2091	2091	2112
25_74	2045	2045	2065
36_75	2050	2050	2122
5_76	2126	2126	2203
26_77	2141	2141	2201
37_78	2194	2194	2255
38_79	2264	2264	2290
27_80	2209	2209	2279
7_81	2164	2164	2365
14_82	2283	2283	2344
39_83	2323	2323	2349
29_84	2323	2323	2363
28_85	2358	2358	2379
16_86	2223	2223	2249
17_87	2169	2169	2230
32_88	2235	2235	2261
12_89	2099	2099	2124
40_90	1998	1998	2019
18_91	2003	2003	2023
33_92	1945	1945	1996
10_93	1981	1981	2182
21_94	2037	2037	2057
34_95	1938	1938	2138
22_96	2004	2004	2205
25_97	1985	1985	2050
23_98	2037	2037	2098
24_99	2072	2072	2148
26_100	1877	1877	1903
37_101	1841	1841	2047
38_102	2001	2001	2022
27_103	1953	1953	2030
28_104	1752	1752	1958
39_105	1929	1929	1990
29_106	1994	1994	2071
16_107	2020	2020	2040
40_108	1965	1965	2066
18_109	2049	2049	2075
12_110	2066	2066	2141
32_111	2151	2151	2253
33_112	2148	2148	2208
10_113	2099	2099	2119
21_114	2098	2098	2119
41_115	1879	1879	1945
22_116	1775	1775	1852
25_117	1751	1751	1776
24_118	1571	1571	1646
26_119	1586	1586	1661
37_120	1597	1597	1657
38_121	1624	1624	1665
28_122	1359	1359	1399
39_123	1229	1229	1332
16_124	1320	1320	1397
29_125	1392	1392	1462
18_126	1267	1267	1344
12_127	1355	1355	1376
32_128	1246	1246	1287
10_129	1310	1310	1514
21_130	1499	1499	1524
33_131	1509	1509	1611
41_132	1531	1531	1556
22_133	1413	1413	1439
25_134	1417	1417	1438
24_135	1373	1373	1398
26_136	1282	1282	1358
37_137	1301	1301	1327
38_138	1290	1290	1491
28_139	1459	1459	1525
39_140	1422	1422	1448
16_141	1403	1403	1429
29_142	1273	1273	1375
12_143	1339	1339	1400
18_144	1417	1417	1437
32_145	1276	1276	1477
10_146	1378	1378	1439
21_147	1317	1317	1338
25_148	1205	1205	1281
41_149	1242	1242	1268
22_150	1236	1236	1262
24_151	1252	1252	1278
26_152	1218	1218	1243
37_153	1187	1187	1207
29_154	672	672	749
18_155	766	766	832
12_156	789	789	991
32_157	858	858	929
21_158	832	832	857
25_159	673	673	693
41_160	615	615	-701
37_161	-698	-698	-623
24_162	-668	-668	-467
26_163	-478	-478	-458
29_164	-500	-500	-480
18_165	-519	-519	-448
32_166	537	537	613
21_167	642	642	667
41_168	564	564	768
37_169	702	702	802
32_170	320	320	420
