primary_key	waiting_time	response_time	turnaround_time
0_1	4	4	205
1_2	188	188	214
2_3	176	176	197
0_4	117	117	137
3_6	16	16	94
2_5	148	148	174
1_8	95	95	121
4_9	26	26	52
5_12	6	6	57
6_13	63	63	89
3_10	187	187	208
4_15	53	53	94
5_16	90	90	111
6_18	86	86	161
0_7	650	650	715
7_21	19	19	39
7_23	16	16	87
2_11	633	633	653
1_14	571	571	597
3_17	539	539	579
5_19	489	489	509
4_20	464	464	490
8_27	21	21	47
6_22	419	419	495
9_29	76	76	152
10_30	161	161	223
11_31	211	211	272
12_36	49	49	125
13_38	67	67	133
14_40	85	85	136
15_41	137	137	187
16_42	178	178	378
17_44	333	333	358
8_33	880	880	955
18_48	19	19	44
9_35	847	847	872
10_37	785	785	826
11_39	762	762	788
12_43	709	709	735
13_45	730	730	755
15_46	585	585	635
19_55	63	63	129
20_56	139	139	242
16_47	751	751	813
17_49	647	647	672
18_52	546	546	586
21_62	18	18	88
19_60	369	369	390
20_61	216	216	292
21_67	7	7	78
2_24	2424	2424	2449
7_25	2371	2371	2472
5_26	2452	2452	2553
3_28	2507	2507	2715
4_32	2609	2609	2634
6_34	2544	2544	2569
8_50	1631	1631	1833
22_73	165	165	186
22_75	15	15	86
9_51	1900	1900	1966
10_53	1968	1968	2043
11_54	2039	2039	2064
12_57	2048	2048	2125
13_58	2052	2052	2072
15_59	2073	2073	2094
16_63	1804	1804	1874
17_64	1806	1806	1882
18_65	1888	1888	1908
19_66	1904	1904	1980
20_68	1827	1827	1904
21_69	1763	1763	1788
2_70	1764	1764	1964
7_71	1895	1895	1921
5_72	1828	1828	1853
4_74	1571	1571	1592
9_76	1226	1226	1303
15_77	967	967	1028
12_78	1032	1032	1092
18_79	899	899	925
16_80	935	935	1007
17_81	1010	1010	1218
19_82	1064	1064	1124
20_83	1048	1048	1073
21_84	1007	1007	1047
7_85	789	789	809
9_86	708	708	733
15_87	640	640	700
12_88	634	634	659
18_89	594	594	619
16_90	543	543	564
17_91	493	493	514
19_92	352	352	403
20_93	340	340	541
21_94	544	544	565
9_95	511	511	714
15_96	641	641	844
16_97	854	854	919
17_98	895	895	955
18_99	960	960	1037
12_100	1052	1052	1078
19_101	947	947	1153
21_102	1012	1012	1032
15_103	601	601	677
16_104	557	557	757
17_105	638	638	699
12_106	535	535	611
19_107	545	545	566
21_108	550	550	651
15_109	494	494	519
16_110	388	388	464
19_111	278	278	379
21_112	157	157	218
