primary_key	waiting_time	response_time	turnaround_time
0_1	3	3	206
1_2	253	253	279
2_3	253	253	273
3_4	277	277	298
4_5	277	277	302
5_6	297	297	373
6_7	384	384	449
7_9	307	307	332
8_11	332	332	352
9_14	202	202	228
10_15	174	174	214
11_17	219	219	260
0_8	695	695	721
2_10	629	629	649
12_23	14	14	85
13_24	38	38	64
3_12	784	784	835
14_26	68	68	171
1_13	937	937	963
5_16	785	785	806
15_30	26	26	87
16_34	18	18	44
17_35	60	60	85
18_36	71	71	147
19_37	165	165	206
6_18	1180	1180	1256
20_40	120	120	171
21_41	188	188	238
22_43	223	223	248
23_45	237	237	262
24_46	215	215	266
25_47	274	274	335
26_49	332	332	357
27_50	312	312	514
28_54	345	345	370
29_55	364	364	430
30_59	217	217	238
31_60	222	222	242
32_64	4	4	80
33_65	75	75	95
34_66	113	113	190
35_68	62	62	138
8_19	2512	2512	2532
7_20	2453	2453	2478
9_21	2404	2404	2424
36_72	25	25	50
37_74	56	56	77
10_22	2521	2521	2597
12_27	2336	2336	2362
38_77	17	17	78
13_28	2415	2415	2617
39_80	95	95	166
40_82	64	64	125
41_83	140	140	166
14_32	2688	2688	2713
16_38	2525	2525	2591
17_39	2560	2560	2585
42_88	8	8	33
18_42	2552	2552	2756
19_44	2714	2714	2740
20_51	2573	2573	2640
21_52	2593	2593	2633
22_53	2611	2611	2688
23_56	2617	2617	2719
43_95	69	69	274
24_57	2956	2956	3032
25_58	2956	2956	2977
30_61	2649	2649	2726
29_62	2752	2752	2822
28_63	2835	2835	2907
33_67	2744	2744	2814
34_69	2629	2629	2654
35_71	2580	2580	2605
37_75	2508	2508	2578
36_76	2498	2498	2574
39_84	2047	2047	2087
40_85	2073	2073	2094
41_86	2031	2031	2056
42_90	1830	1830	1850
43_98	1114	1114	1175
0_25	5397	5397	5497
3_29	5300	5300	5376
5_31	5271	5271	5332
1_33	5304	5304	5381
6_48	4884	4884	4910
8_70	3711	3711	3914
9_73	3849	3849	3870
10_78	3598	3598	3658
12_79	3632	3632	3657
13_81	3464	3464	3664
14_87	3268	3268	3329
44_119	37	37	113
17_89	3361	3361	3387
18_91	3217	3217	3238
20_92	3077	3077	3128
19_93	3146	3146	3348
21_94	3249	3249	3270
22_96	3189	3189	3389
23_97	3278	3278	3343
25_99	3105	3105	3181
24_100	3136	3136	3161
29_101	2906	2906	3107
28_102	3035	3035	3056
33_103	2985	2985	3060
34_104	3031	3031	3232
35_105	3201	3201	3261
37_106	3181	3181	3256
40_107	3155	3155	3176
39_108	3139	3139	3241
42_109	3222	3222	3247
41_110	3208	3208	3283
43_111	3176	3176	3277
0_112	3170	3170	3231
3_113	3198	3198	3218
5_114	3127	3127	3148
1_115	3068	3068	3134
6_116	3062	3062	3138
8_117	3074	3074	3099
12_118	2787	2787	2863
14_120	2623	2623	2683
18_121	2619	2619	2659
17_122	2624	2624	2664
20_123	2569	2569	2669
21_124	2524	2524	2600
22_125	2391	2391	2462
25_126	2196	2196	2272
24_127	2209	2209	2229
29_128	2165	2165	2206
28_129	2194	2194	2398
33_130	2251	2251	2276
34_131	2144	2144	2247
35_132	2084	2084	2110
40_133	2105	2105	2131
37_134	2121	2121	2141
41_135	1858	1858	1883
43_136	1741	1741	1817
3_137	1826	1826	1852
1_138	1687	1687	1888
6_139	1751	1751	1816
8_140	1798	1798	1824
12_141	1767	1767	1793
14_142	1696	1696	1798
18_143	1766	1766	1827
17_144	1788	1788	1808
20_145	1696	1696	1902
21_146	1863	1863	1923
24_147	1791	1791	1811
22_148	1836	1836	1912
25_149	1873	1873	1899
28_150	1688	1688	1713
33_151	1592	1592	1618
37_152	1470	1470	1495
41_153	1375	1375	1395
43_154	1336	1336	1412
6_155	1107	1107	1173
8_156	1097	1097	1303
12_157	1288	1288	1360
14_158	1241	1241	1266
17_159	1272	1272	1293
18_160	1248	1248	1308
20_161	1162	1162	1238
21_162	1073	1073	-93
22_163	-221	-221	-201
28_164	-268	-268	-248
25_165	-232	-232	-161
41_166	-179	-179	-104
33_167	-139	-139	-114
43_168	-214	-214	-11
6_169	-51	-51	52
8_170	-120	-120	-17
17_171	-181	-181	-121
14_172	-155	-155	-94
20_173	1064	1064	1084
21_174	981	981	1048
22_175	1040	1040	1060
28_176	1041	1041	1111
25_177	894	894	955
41_178	915	915	981
33_179	918	918	943
6_180	660	660	710
8_181	606	606	677
17_182	629	629	680
14_183	615	615	665
28_184	395	395	445
