primary_key	waiting_time	response_time	turnaround_time
0_1	1	1	21
0_2	42	42	146
1_3	157	157	207
2_4	92	92	118
3_5	85	85	292
0_6	246	246	271
1_7	232	232	435
2_8	413	413	433
3_9	318	318	419
0_10	251	251	354
4_11	366	366	391
5_12	391	391	493
1_13	460	460	511
6_14	273	273	298
3_15	303	303	378
7_16	318	318	343
0_17	327	327	353
4_18	296	296	371
8_19	291	291	331
1_20	316	316	524
6_21	500	500	577
0_22	408	408	433
7_23	465	465	535
9_24	534	534	738
10_25	681	681	884
4_26	900	900	1103
8_27	1065	1065	1169
1_28	1058	1058	1119
11_29	993	993	1070
6_30	1067	1067	1093
12_31	900	900	971
7_32	984	984	1010
9_33	947	947	967
13_34	832	832	853
10_35	806	806	867
4_36	663	663	684
14_37	474	474	539
8_38	548	548	569
1_39	517	517	537
11_40	460	460	666
6_41	654	654	725
9_42	665	665	691
13_43	668	668	719
12_44	722	722	799
7_45	773	773	849
8_46	689	689	765
14_47	778	778	799
11_48	556	556	582
15_49	565	565	636
6_50	463	463	489
9_51	468	468	518
12_52	407	407	432
7_53	358	358	433
8_54	354	354	374
9_55	97	97	137
12_56	119	119	190
9_57	11	11	72
12_58	0	0	27
9_59	3	3	205
9_60	10	10	218
