primary_key	waiting_time	response_time	turnaround_time
0_1	3	3	24
1_3	39	39	90
0_2	141	141	243
2_5	58	58	265
3_6	290	290	315
4_7	274	274	481
5_8	449	449	470
6_10	355	355	458
7_12	437	437	539
8_14	367	367	392
9_17	162	162	187
10_18	202	202	278
11_19	-1084	-1084	-1044
12_20	-1064	-1064	-858
13_21	-825	-825	-748
14_22	-745	-745	-719
15_24	-795	-795	-589
16_27	-632	-632	-529
17_28	-506	-506	-445
18_30	840	840	866
19_32	847	847	872
20_34	822	822	843
21_36	645	645	666
22_40	400	400	608
23_41	623	623	695
24_42	640	640	666
25_43	645	645	696
26_45	605	605	682
27_49	597	597	668
28_51	614	614	664
29_52	626	626	652
30_53	640	640	715
31_55	695	695	735
32_56	741	741	812
33_57	828	828	889
34_59	680	680	881
35_62	714	714	734
36_67	434	434	495
37_69	408	408	434
1_4	2387	2387	2412
2_11	2136	2136	2162
3_13	1988	1988	2039
4_15	1967	1967	2043
5_16	2032	2032	2057
6_23	1838	1838	1909
38_78	62	62	82
7_25	1843	1843	2043
39_82	67	67	145
40_84	30	30	55
8_26	2196	2196	2404
9_29	2389	2389	2465
41_88	55	55	81
10_31	3812	3812	3883
11_33	3839	3839	3859
12_35	3757	3757	3818
13_37	3656	3656	3722
14_38	3670	3670	3691
15_39	3575	3575	3595
16_44	3373	3373	3449
17_46	3382	3382	3458
20_47	3451	3451	3471
18_48	3481	3481	3507
21_50	3493	3493	3519
42_97	33	33	54
22_54	3347	3347	3368
23_58	3145	3145	3171
25_60	3121	3121	3328
43_103	37	37	104
26_61	3340	3340	3361
27_63	3245	3245	3265
28_64	3258	3258	3283
29_65	3248	3248	3350
30_66	3297	3297	3337
31_68	3197	3197	3223
32_70	3096	3096	3157
33_71	3133	3133	3158
34_72	3053	3053	3074
35_73	3049	3049	3121
36_74	2952	2952	3054
38_80	2698	2698	2724
39_85	2312	2312	2332
40_86	2304	2304	2511
41_90	2103	2103	2124
0_9	5700	5700	5801
42_98	1667	1667	1687
43_105	1249	1249	1316
1_75	3614	3614	3692
2_76	3619	3619	3695
3_77	3699	3699	3777
4_79	3704	3704	3745
5_81	3673	3673	3734
7_83	3541	3541	3618
8_87	3261	3261	3462
9_89	3282	3282	3307
10_91	3138	3138	3214
14_92	3132	3132	3173
13_93	3192	3192	3399
15_94	3405	3405	3476
16_95	3297	3297	3359
17_96	3280	3280	3305
18_99	3249	3249	3324
22_100	3317	3317	3337
21_101	3338	3338	3405
23_102	3251	3251	3302
25_104	3237	3237	3309
26_106	3195	3195	3261
27_107	3251	3251	3276
29_108	3011	3011	3036
30_109	3006	3006	3031
31_110	2962	2962	3013
34_111	3012	3012	3063
32_112	3066	3066	3138
33_113	3074	3074	3151
35_114	3043	3043	3104
36_115	3030	3030	3107
38_116	3100	3100	3120
41_117	2923	2923	2948
42_118	2798	2798	2824
0_119	2770	2770	2842
43_120	2805	2805	2830
1_121	2689	2689	2791
2_122	2715	2715	2776
3_123	2701	2701	2726
4_124	2677	2677	2698
7_125	2564	2564	2605
9_126	2275	2275	2295
10_127	2257	2257	2298
14_128	2247	2247	2273
13_129	2162	2162	2363
15_130	2134	2134	2338
16_131	2322	2322	2384
22_132	2337	2337	2377
17_133	2384	2384	2410
18_134	2401	2401	2472
21_135	2395	2395	2415
26_136	2175	2175	2195
25_137	2201	2201	2403
29_138	2291	2291	2331
30_139	2305	2305	2345
34_140	2229	2229	2250
32_141	2126	2126	2229
33_142	2213	2213	2275
35_143	2186	2186	2227
38_144	2214	2214	2264
36_145	2227	2227	2288
41_146	2231	2231	2303
42_147	2227	2227	2252
0_148	2180	2180	2251
43_149	2220	2220	2270
1_150	2192	2192	2293
4_151	2268	2268	2468
2_152	2471	2471	2522
9_153	2451	2451	2512
3_154	2525	2525	2550
10_155	2403	2403	2443
14_156	2380	2380	2400
13_157	2342	2342	2393
15_158	2185	2185	2386
16_159	2219	2219	2245
22_160	2215	2215	2266
17_161	2205	2205	2406
26_162	2416	2416	2436
18_163	2384	2384	2460
25_164	2331	2331	2356
34_165	2217	2217	2277
29_166	2297	2297	2337
30_167	2297	2297	2337
32_168	2181	2181	2222
33_169	2169	2169	2229
38_170	2127	2127	2153
36_171	2072	2072	2122
41_172	2017	2017	2117
42_173	2093	2093	2144
43_174	2059	2059	2131
4_175	1896	1896	1936
2_176	1808	1808	1834
9_177	1768	1768	1840
14_178	1836	1836	1902
10_179	1855	1855	1881
13_180	1807	1807	1833
15_181	1730	1730	1751
16_182	1635	1635	1660
22_183	1592	1592	1618
17_184	1508	1508	1548
26_185	1534	1534	1636
18_186	1470	1470	1495
25_187	1426	1426	1529
34_188	1517	1517	1583
29_189	1546	1546	1623
30_190	1587	1587	1653
32_191	1618	1618	1639
33_192	1577	1577	1602
38_193	1531	1531	1557
42_194	1367	1367	1428
43_195	1307	1307	1332
2_196	1232	1232	1308
14_197	1247	1247	1268
15_198	1188	1188	1213
10_199	1185	1185	1391
16_200	1269	1269	1290
18_201	1055	1055	1096
29_202	785	785	835
30_203	861	861	886
38_204	720	720	746
33_205	767	767	817
14_206	666	666	716
43_207	732	732	783
15_208	622	622	699
29_209	367	367	428
30_210	377	377	402
38_211	379	379	404
43_212	210	210	250
