primary_key	waiting_time	response_time	turnaround_time
1_1	1	1	209
0_2	250	250	276
2_3	264	264	285
3_4	289	289	310
4_5	286	286	311
5_6	304	304	380
6_7	398	398	464
1_8	403	403	428
7_9	366	366	392
2_10	387	387	408
8_11	421	421	442
3_12	427	427	478
0_13	434	434	459
9_14	396	396	422
10_15	362	362	403
5_16	403	403	424
11_17	442	442	482
6_18	475	475	551
8_19	445	445	466
1_20	464	464	490
7_21	461	461	481
3_22	455	455	532
12_23	523	523	595
0_24	613	613	639
5_25	607	607	711
13_26	725	725	827
9_27	821	821	847
10_28	845	845	1046
14_29	1037	1037	1113
8_30	1047	1047	1108
6_31	1064	1064	1124
15_32	1043	1043	1069
1_33	1071	1071	1148
16_34	1093	1093	1118
17_35	1126	1126	1152
18_36	1134	1134	1209
19_37	1225	1225	1265
3_38	1272	1272	1338
12_39	1232	1232	1257
0_40	1222	1222	1273
20_41	1258	1258	1309
21_42	1322	1322	1523
22_43	1511	1511	1537
5_44	1546	1546	1571
23_45	1575	1575	1601
24_46	1551	1551	1601
25_47	1603	1603	1664
13_48	1670	1670	1695
26_49	1707	1707	1733
9_50	1722	1722	1924
27_51	1908	1908	1975
10_52	1902	1902	1942
28_53	1866	1866	1943
29_54	1943	1943	1969
14_55	1936	1936	2002
8_56	1905	1905	2007
30_57	1975	1975	2052
6_58	2058	2058	2078
31_59	2080	2080	2101
1_60	1994	1994	2015
16_61	1994	1994	2070
17_62	2053	2053	2123
32_63	2079	2079	2151
33_64	2157	2157	2233
34_65	2253	2253	2273
18_66	2286	2286	2363
19_67	2333	2333	2404
3_68	2399	2399	2475
35_69	2442	2442	2468
12_70	2442	2442	2649
20_71	2536	2536	2561
36_72	2492	2492	2518
37_73	2518	2518	2538
21_74	2539	2539	2560
22_75	2438	2438	2509
38_76	2445	2445	2521
23_77	2480	2480	2540
24_78	2543	2543	2605
25_79	2537	2537	2562
39_80	2532	2532	2603
13_81	2587	2587	2789
40_82	2725	2725	2786
41_83	2805	2805	2830
28_84	2471	2471	2512
42_85	2533	2533	2553
14_86	2496	2496	2522
29_87	2528	2528	2589
8_88	2431	2431	2457
6_89	2441	2441	2467
30_90	2421	2421	2442
43_91	2171	2171	2192
17_92	2135	2135	2186
34_93	2108	2108	2314
33_94	2311	2311	2332
18_95	2173	2173	2378
19_96	2266	2266	2469
35_97	2344	2344	2410
12_98	2346	2346	2406
37_99	2293	2293	2369
21_100	2352	2352	2377
20_101	2374	2374	2580
36_102	2567	2567	2588
22_103	2442	2442	2519
23_104	2402	2402	2608
24_105	2551	2551	2612
25_106	2541	2541	2617
39_107	2553	2553	2573
40_108	2323	2323	2425
42_109	2401	2401	2427
41_110	2403	2403	2479
28_111	2482	2482	2585
14_112	2533	2533	2593
29_113	2525	2525	2546
43_114	2506	2506	2527
6_115	2533	2533	2598
8_116	2619	2619	2695
17_117	2573	2573	2598
34_118	2478	2478	2554
33_119	2539	2539	2616
44_120	2537	2537	2599
18_121	2494	2494	2535
35_122	2191	2191	2232
12_123	2107	2107	2208
37_124	2130	2130	2207
21_125	2134	2134	2206
20_126	2146	2146	2222
22_127	2033	2033	2053
24_128	1726	1726	1766
39_129	1754	1754	1960
25_130	1957	1957	1982
40_131	1792	1792	1894
42_132	1883	1883	1908
41_133	1851	1851	1877
28_134	1729	1729	1750
29_135	1755	1755	1781
43_136	1756	1756	1832
14_137	1838	1838	1864
6_138	1767	1767	1968
8_139	1834	1834	1900
17_140	1891	1891	1917
34_141	1859	1859	1885
33_142	1771	1771	1873
18_143	1746	1746	1806
35_144	1770	1770	1791
12_145	1682	1682	1882
37_146	1846	1846	1907
21_147	1777	1777	1797
22_148	1811	1811	1887
20_149	1855	1855	1881
24_150	1788	1788	1813
25_151	1621	1621	1647
40_152	1524	1524	1550
28_153	1558	1558	1579
41_154	1492	1492	1568
43_155	1497	1497	1563
14_156	1522	1522	1727
6_157	1630	1630	1702
8_158	1596	1596	1622
17_159	1541	1541	1561
33_160	1396	1396	1456
18_161	1404	1404	1480
21_162	1215	1215	1421
37_163	1386	1386	1407
22_164	1290	1290	1311
20_165	1241	1241	1312
28_166	1249	1249	1325
25_167	1284	1284	1310
41_168	1219	1219	1425
43_169	1382	1382	1485
14_170	1323	1323	1424
17_171	1258	1258	1319
33_172	1156	1156	1217
21_173	1012	1012	1032
22_174	979	979	1044
20_175	819	819	840
28_176	801	801	871
25_177	800	800	862
41_178	803	803	869
43_179	639	639	665
14_180	553	553	604
17_181	552	552	623
33_182	550	550	601
28_183	324	324	375
41_184	324	324	374
