primary_key	waiting_time	response_time	turnaround_time
1_1	1	1	26
2_3	24	24	44
2_4	32	32	52
3_5	69	69	94
2_8	77	77	103
1_9	112	112	137
3_10	30	30	50
6_11	65	65	86
3_13	72	72	98
6_14	74	74	99
8_16	11	11	32
2_15	188	188	228
9_17	65	65	106
7_12	399	399	449
5_7	675	675	740
9_19	92	92	112
5_21	24	24	44
7_20	120	120	146
11_24	78	78	104
5_23	131	131	202
7_27	22	22	48
4_6	1127	1127	1203
5_30	16	16	79
14_31	9	9	69
4_32	76	76	101
15_34	37	37	62
16_35	73	73	99
14_37	48	48	88
4_38	22	22	88
16_39	70	70	96
4_43	20	20	45
20_44	38	38	63
21_45	53	53	79
23_48	18	18	43
24_49	44	44	69
14_40	295	295	346
21_52	58	58	98
24_54	26	26	51
18_41	491	491	542
16_46	453	453	504
24_58	26	26	46
18_59	39	39	60
24_60	65	65	85
29_65	11	11	31
22_47	666	666	727
25_51	634	634	700
26_55	528	528	595
30_69	42	42	68
32_71	49	49	74
26_72	69	69	95
28_62	503	503	573
33_73	94	94	114
32_74	72	72	92
32_77	22	22	83
28_78	58	58	119
34_79	84	84	109
16_63	916	916	988
28_82	63	63	125
34_83	52	52	78
16_84	9	9	49
28_85	25	25	46
28_86	17	17	42
16_88	8	8	34
36_87	83	83	144
38_90	31	31	51
38_91	88	88	109
37_89	198	198	224
38_92	72	72	122
22_67	1460	1460	1531
39_94	28	28	48
33_75	1240	1240	1311
22_97	10	10	76
35_80	1243	1243	1313
22_98	67	67	128
10_18	4144	4144	4221
22_100	8	8	33
9_22	3986	3986	4062
40_102	30	30	50
7_29	3735	3735	3811
9_105	60	60	121
5_33	3730	3730	3807
17_36	3803	3803	3879
23_53	3298	3298	3374
17_107	4	4	25
21_57	3276	3276	3352
23_109	58	58	84
18_61	3251	3251	3327
24_64	3316	3316	3391
29_66	3371	3371	3446
24_112	36	36	97
25_68	3329	3329	3407
29_113	91	91	112
24_114	50	50	71
29_115	60	60	125
26_76	3268	3268	3344
29_117	68	68	93
33_99	1951	1951	2027
22_103	1639	1639	1715
33_120	9	9	69
7_106	1630	1630	1706
21_110	1146	1146	1223
25_116	699	699	776
21_121	36	36	76
26_118	617	617	692
25_122	63	63	103
29_119	706	706	783
25_125	2	2	74
26_124	188	188	265
41_127	15	15	36
41_128	24	24	64
26_130	48	48	73
29_126	261	261	336
26_132	22	22	47
12_25	6900	6900	7002
13_26	6916	6916	7019
12_133	21	21	47
27_56	5947	5947	6047
13_134	73	73	93
12_135	41	41	66
13_136	68	68	144
27_137	94	94	120
17_108	3014	3014	3115
27_139	39	39	104
18_111	2885	2885	2987
21_123	1650	1650	1751
18_140	26	26	51
41_131	1271	1271	1371
21_141	74	74	100
18_142	96	96	199
21_144	46	46	67
41_143	122	122	183
0_2	9566	9566	9768
0_147	20	20	41
41_146	190	190	251
11_28	8678	8678	8883
19_42	8313	8313	8514
20_50	8291	8291	8492
31_70	7720	7720	7920
32_81	7417	7417	7617
32_148	99	99	175
37_93	6969	6969	7177
32_149	144	144	169
37_150	67	67	93
38_95	7225	7225	7431
37_151	152	152	178
32_152	200	200	225
39_96	7516	7516	7719
37_153	147	147	168
39_155	53	53	120
32_154	224	224	301
39_157	70	70	142
10_101	7493	7493	7697
10_158	11	11	37
40_104	7675	7675	7878
10_159	148	148	168
10_160	19	19	79
25_129	5396	5396	5599
10_161	132	132	209
12_138	4850	4850	5053
10_163	136	136	157
12_164	56	56	76
10_165	59	59	129
12_166	109	109	186
18_145	4381	4381	4582
12_167	134	134	160
37_156	2026	2026	2232
12_169	97	97	198
37_170	134	134	237
25_162	1360	1360	1563
18_168	760	760	962
