primary_key	waiting_time	response_time	turnaround_time
0_1	3	3	25
1_2	43	43	146
2_4	32	32	57
3_5	13	13	219
0_3	464	464	515
1_6	276	276	302
2_7	280	280	486
4_10	125	125	227
5_12	232	232	335
6_13	59	59	109
7_15	23	23	99
3_8	810	810	831
4_14	244	244	270
6_16	110	110	136
8_19	40	40	80
7_18	111	111	187
8_22	7	7	33
0_9	980	980	1081
9_24	77	77	284
10_26	235	235	442
11_29	116	116	192
9_28	360	360	421
12_31	87	87	158
10_30	310	310	335
11_32	151	151	177
13_34	26	26	47
13_35	15	15	76
12_36	96	96	116
1_11	2028	2028	2053
3_17	1513	1513	1538
4_20	1414	1414	1614
6_21	1540	1540	1616
14_41	95	95	166
7_23	1646	1646	1717
14_43	22	22	73
8_25	1821	1821	2027
0_27	1916	1916	2016
9_33	1389	1389	1409
11_37	1196	1196	1261
15_48	22	22	48
12_38	1313	1313	1333
1_39	1158	1158	1178
4_40	1071	1071	1277
6_42	1146	1146	1172
7_44	893	893	970
8_45	797	797	873
9_46	726	726	802
0_47	759	759	779
12_49	691	691	763
1_50	750	750	776
6_51	359	359	410
7_52	369	369	395
8_53	322	322	399
0_54	383	383	403
9_55	360	360	401
12_56	245	245	316
1_57	334	334	395
9_58	82	82	107
9_59	0	0	209
9_60	20	20	227
