primary_key	waiting_time	response_time	turnaround_time
0_1	1	1	21
1_3	36	36	87
0_2	117	117	218
1_4	40	40	66
3_6	62	62	87
5_8	3	3	23
1_11	5	5	31
0_9	70	70	171
7_14	6	6	32
6_13	105	105	155
0_16	9	9	35
7_17	34	34	60
6_19	9	9	49
1_15	261	261	337
8_18	182	182	259
9_22	24	24	49
10_23	66	66	137
9_30	10	10	35
14_28	129	129	189
17_33	23	23	43
9_35	35	35	55
17_36	56	56	76
18_38	28	28	48
14_39	67	67	87
16_32	239	239	264
18_42	99	99	125
14_43	106	106	157
10_34	354	354	414
18_47	16	16	36
14_48	40	40	66
9_37	459	459	524
10_50	79	79	104
9_52	21	21	46
14_51	101	101	151
23_54	63	63	83
23_58	15	15	40
10_55	125	125	165
24_57	131	131	192
26_61	53	53	74
23_62	48	48	68
10_63	61	61	82
26_64	97	97	123
10_66	63	63	104
29_68	27	27	53
30_69	39	39	64
28_67	185	185	246
31_72	129	129	149
31_78	16	16	36
10_71	229	229	255
31_79	63	63	104
34_80	40	40	65
26_70	457	457	517
34_81	8	8	68
15_31	2002	2002	2073
34_84	8	8	34
19_41	1894	1894	1965
34_85	16	16	36
34_88	15	15	41
18_49	1739	1739	1809
37_89	45	45	70
34_90	19	19	40
9_56	1615	1615	1685
32_73	1125	1125	1197
0_21	3017	3017	3092
8_29	2856	2856	2932
32_92	62	62	102
20_44	2645	2645	2723
32_94	7	7	79
16_45	2661	2661	2738
38_96	85	85	110
32_97	14	14	35
32_98	18	18	38
32_100	17	17	37
20_95	272	272	333
38_102	86	86	137
39_101	161	161	226
40_103	102	102	168
39_105	56	56	122
40_106	61	61	127
41_107	13	13	38
38_104	332	332	403
41_108	17	17	42
21_46	3599	3599	3676
41_109	18	18	43
38_110	58	58	108
21_111	19	19	69
41_112	61	61	132
21_114	11	11	73
22_53	3774	3774	3851
21_116	4	4	24
42_117	23	23	49
22_118	25	25	51
29_75	3299	3299	3375
42_119	69	69	139
22_120	76	76	101
43_122	21	21	81
42_123	32	32	57
22_124	212	212	232
42_126	314	314	334
42_128	18	18	43
43_125	507	507	547
22_127	411	411	451
30_76	4342	4342	4417
22_131	11	11	72
28_77	4488	4488	4564
30_132	90	90	131
35_82	4318	4318	4394
30_133	6	6	31
26_83	4401	4401	4476
30_135	58	58	78
26_136	141	141	161
26_138	44	44	84
35_134	388	388	459
18_91	4380	4380	4457
16_99	3682	3682	3759
18_140	14	14	35
35_139	127	127	167
16_142	62	62	122
38_113	2894	2894	2971
35_143	90	90	131
16_144	67	67	117
38_145	70	70	131
16_146	1	1	71
38_147	4	4	29
41_115	3135	3135	3211
16_148	17	17	87
38_149	61	61	111
5_10	8826	8826	8927
3_12	8839	8839	8941
13_27	7099	7099	7200
27_65	5931	5931	6033
13_152	23	23	74
33_74	5800	5800	5904
13_154	47	47	73
27_153	156	156	218
13_156	12	12	32
33_155	76	76	116
13_157	75	75	126
29_121	2725	2725	2828
33_159	100	100	126
13_160	86	86	137
18_141	824	824	925
33_162	171	171	192
33_163	20	20	96
5_150	37	37	140
33_164	30	30	55
2_5	9389	9389	9595
2_166	11	11	52
33_165	155	155	216
4_7	9693	9693	9894
2_167	208	208	249
4_168	70	70	110
7_20	9497	9497	9705
4_170	137	137	162
7_171	57	57	108
2_169	317	317	378
4_172	23	23	126
2_173	31	31	82
11_24	9954	9954	10157
11_176	7	7	33
2_175	184	184	224
4_174	296	296	367
2_177	5	5	76
1_25	10460	10460	10663
4_178	185	185	252
12_26	10743	10743	10944
12_179	11	11	37
17_40	10671	10671	10873
17_180	22	22	47
25_59	10218	10218	10419
17_181	141	141	161
25_182	54	54	79
17_183	65	65	91
14_60	10552	10552	10755
25_184	140	140	181
14_185	72	72	172
25_186	27	27	53
15_86	9752	9752	9958
25_188	151	151	218
15_189	112	112	188
25_190	70	70	137
14_187	454	454	556
15_191	125	125	145
15_192	18	18	44
36_87	10457	10457	10661
15_193	89	89	114
36_194	52	52	113
8_93	10070	10070	10275
15_195	218	218	244
36_196	176	176	253
42_129	7541	7541	7742
15_197	193	193	214
36_198	183	183	208
43_130	7831	7831	8033
43_200	19	19	40
43_201	15	15	55
30_137	7469	7469	7669
30_203	18	18	44
43_202	185	185	236
3_151	7350	7350	7552
30_204	225	225	250
43_205	196	196	247
3_206	136	136	186
27_158	7191	7191	7391
43_207	217	217	268
3_208	213	213	288
29_161	7289	7289	7494
29_209	86	86	146
36_199	1749	1749	1956
29_210	138	138	163
29_211	1	1	27
29_212	0	0	42
