primary_key	waiting_time	response_time	turnaround_time
0_1	2	2	106
0_2	0	0	79
1_3	67	67	93
1_4	0	0	53
2_5	33	33	98
1_7	11	11	51
2_8	34	34	100
3_6	204	204	225
1_11	39	39	242
1_16	17	17	93
3_12	351	351	427
1_17	42	42	93
3_20	15	15	93
4_9	742	742	793
3_23	24	24	229
3_27	18	18	69
4_26	232	232	298
3_29	11	11	36
5_10	1195	1195	1221
6_13	1183	1183	1209
3_32	13	13	54
5_34	30	30	56
7_14	1276	1276	1343
6_36	59	59	262
5_39	186	186	236
6_40	87	87	148
5_45	6	6	81
6_46	13	13	34
6_47	17	17	42
7_38	550	550	622
8_15	1983	1983	2184
7_50	112	112	137
9_18	1990	1990	2056
7_52	13	13	34
7_54	14	14	-1371
7_55	15	15	219
7_57	20	20	46
9_53	-1068	-1068	-967
10_19	1136	1136	1162
11_21	1054	1054	1080
12_22	1058	1058	1133
10_60	102	102	163
11_61	124	124	327
11_63	18	18	44
12_62	304	304	354
13_24	1575	1575	1625
14_25	1619	1619	1640
12_64	37	37	63
13_66	7	7	83
12_67	27	27	53
14_65	215	215	418
12_69	151	151	176
13_68	272	272	293
13_71	15	15	36
13_72	15	15	91
12_73	44	44	65
14_70	276	276	302
13_74	23	23	124
14_75	42	42	103
15_28	2422	2422	2448
13_76	33	33	74
14_77	10	10	112
13_79	34	34	54
15_78	90	90	116
16_30	2551	2551	2602
17_31	2600	2600	2625
18_33	2550	2550	2601
19_35	2542	2542	2614
17_80	36	36	61
18_81	59	59	100
20_37	2616	2616	2692
17_83	32	32	110
18_84	116	116	167
19_82	260	260	361
18_86	45	45	66
18_87	16	16	118
19_88	78	78	155
20_85	481	481	501
20_89	14	14	39
21_41	3137	3137	3163
19_90	34	34	59
22_42	3192	3192	3252
19_93	2	2	28
20_92	85	85	156
21_91	188	188	228
22_94	109	109	316
20_95	159	159	184
21_96	182	182	233
22_97	126	126	151
23_43	3868	3868	3939
21_98	65	65	90
22_99	12	12	32
24_44	3987	3987	4013
23_100	7	7	84
21_101	59	59	125
23_103	34	34	59
21_104	11	11	87
23_105	22	22	47
24_102	251	251	316
21_106	51	51	118
23_107	102	102	127
24_108	116	116	166
25_48	4322	4322	4348
26_49	4321	4321	4341
23_109	28	28	54
24_110	49	49	74
25_111	45	45	66
23_112	1	1	78
24_113	53	53	125
23_114	33	33	54
27_51	4548	4548	4750
24_115	135	135	160
27_116	63	63	88
28_56	6019	6019	6044
24_117	6	6	57
27_118	101	101	151
24_120	65	65	136
27_121	24	24	50
28_119	226	226	251
29_58	6204	6204	6255
30_59	6119	6119	6145
27_123	24	24	126
28_122	163	163	240
27_126	15	15	41
29_124	242	242	267
28_127	6	6	208
27_128	188	188	213
29_129	138	138	189
30_125	539	539	564
29_130	0	0	25
30_131	0	0	21
29_132	18	18	68
30_133	90	90	140
29_134	0	0	25
29_135	0	0	26
