primary_key	waiting_time	response_time	turnaround_time
0_1	2	2	107
0_2	0	0	76
0_3	0	0	26
0_4	0	0	51
1_5	39	39	104
0_6	33	33	54
0_9	17	17	67
1_8	95	95	161
0_11	11	11	219
0_13	11	11	36
1_12	246	246	323
2_7	590	590	631
1_14	12	12	79
2_15	9	9	216
1_16	212	212	289
3_10	914	914	940
4_17	354	354	405
1_21	61	61	87
3_22	40	40	115
4_25	62	62	83
4_27	17	17	68
3_28	26	26	52
5_18	686	686	752
4_29	55	55	81
3_31	7	7	33
6_19	837	837	863
4_32	7	7	47
7_20	766	766	843
3_33	80	80	131
6_34	105	105	130
7_35	58	58	128
3_36	58	58	265
6_37	200	200	277
7_38	213	213	284
6_40	10	10	71
7_41	15	15	41
6_42	19	19	90
7_43	27	27	89
8_23	1724	1724	1925
7_44	147	147	173
8_45	62	62	138
9_24	2080	2080	2130
10_26	2058	2058	2125
9_46	12	12	32
9_47	19	19	45
10_48	63	63	88
11_30	2075	2075	2125
12_39	1194	1194	1244
9_50	56	56	82
10_49	107	107	128
10_51	14	14	219
9_53	194	194	296
10_54	161	161	181
10_55	22	22	229
9_56	200	200	226
10_57	66	66	91
12_52	752	752	773
12_58	13	13	64
12_59	0	0	27
12_60	0	0	61
12_61	0	0	202
