primary_key	waiting_time	response_time	turnaround_time
0_1	0	0	105
0_2	0	0	79
0_3	0	0	27
0_4	0	0	53
1_5	51	51	116
2_6	23	23	44
0_7	49	49	90
2_8	77	77	144
1_9	169	169	220
3_10	109	109	135
0_11	121	121	328
1_12	201	201	278
3_13	255	255	281
0_14	163	163	229
1_15	70	70	278
4_16	248	248	325
0_17	321	321	372
5_18	398	398	464
3_19	477	477	503
6_20	507	507	583
1_21	450	450	476
7_22	474	474	550
4_23	425	425	626
8_24	621	621	672
9_25	659	659	679
10_26	617	617	684
3_27	555	555	605
6_28	604	604	630
11_29	623	623	648
1_30	621	621	672
7_31	594	594	619
4_32	517	517	558
9_33	469	469	520
8_34	492	492	518
10_35	457	457	527
3_36	424	424	631
6_37	548	548	625
7_38	477	477	548
4_39	554	554	605
12_40	628	628	689
9_41	650	650	675
10_42	510	510	581
3_43	516	516	578
6_44	405	405	431
7_45	318	318	395
4_46	392	392	413
12_47	329	329	354
9_48	334	334	360
10_49	239	239	259
6_50	147	147	173
7_51	130	130	335
10_52	301	301	321
9_53	284	284	386
12_54	416	416	436
7_55	234	234	441
10_56	430	430	455
12_57	299	299	325
9_58	274	274	325
12_59	0	0	26
10_60	47	47	108
12_61	0	0	-1142
