primary_key	waiting_time	response_time	turnaround_time
0_1	0	0	101
0_2	0	0	76
1_3	1	1	27
1_4	0	0	51
2_5	1	1	67
3_6	44	44	65
4_7	58	58	99
3_8	80	80	146
2_9	167	167	217
5_10	102	102	128
4_11	120	120	321
3_12	319	319	394
6_13	287	287	313
7_14	312	312	377
5_15	375	375	581
8_16	537	537	614
4_17	587	587	638
9_18	512	512	578
3_19	581	581	607
7_20	525	525	601
6_21	618	618	643
5_22	490	490	566
8_23	416	416	622
4_24	552	552	603
3_25	436	436	456
7_26	447	447	513
10_27	393	393	444
5_28	426	426	451
8_29	337	337	362
3_30	265	265	315
4_31	283	283	308
7_32	252	252	293
10_33	197	197	248
8_34	199	199	225
5_35	247	247	317
4_36	179	179	381
7_37	382	382	458
10_38	412	412	482
8_39	391	391	442
5_40	365	365	426
4_41	366	366	392
7_42	207	207	278
10_43	158	158	218
4_44	101	101	126
10_45	0	0	77
