primary_key	waiting_time	response_time	turnaround_time
0_1	0	0	21
0_3	39	39	89
1_2	120	120	220
2_4	74	74	99
3_6	97	97	123
0_5	161	161	362
2_8	209	209	230
3_9	142	142	243
4_11	43	43	69
0_10	222	222	323
3_13	60	60	111
4_14	62	62	88
6_16	6	6	31
0_15	60	60	136
4_17	64	64	89
6_19	12	12	53
7_18	150	150	225
8_22	28	28	53
6_23	57	57	128
4_21	223	223	298
5_12	896	896	996
10_28	15	15	76
9_27	169	169	270
10_29	27	27	103
1_7	1694	1694	1895
9_30	215	215	240
1_32	55	55	81
12_33	46	46	67
12_34	86	86	106
1_36	23	23	43
1_38	20	20	40
13_39	31	31	51
9_35	242	242	302
12_37	220	220	287
11_31	721	721	791
9_42	84	84	110
12_43	105	105	156
13_41	393	393	463
12_47	10	10	31
11_44	119	119	194
9_45	169	169	244
14_46	246	246	322
11_48	95	95	120
9_49	51	51	123
14_50	46	46	71
0_20	2335	2335	2539
9_51	134	134	185
7_24	2414	2414	2614
7_54	9	9	29
9_52	171	171	196
7_55	59	59	99
15_53	272	272	349
7_56	1	1	71
8_25	2933	2933	3134
8_57	8	8	70
6_26	3094	3094	3301
8_58	137	137	163
1_40	2447	2447	2650
6_59	282	282	483
8_60	328	328	531
