primary_key	waiting_time	response_time	turnaround_time
0_1	0	0	21
0_3	47	47	98
2_4	2	2	28
1_2	203	203	304
0_6	113	113	138
3_5	191	191	391
1_8	222	222	243
0_9	190	190	291
4_11	121	121	147
1_10	205	205	308
0_13	83	83	134
6_14	45	45	70
1_15	19	19	95
7_16	80	80	106
0_17	111	111	137
6_18	111	111	186
5_12	679	679	782
6_19	33	33	74
2_7	1307	1307	1514
8_22	94	94	119
2_23	73	73	144
6_21	294	294	370
5_20	454	454	659
5_28	13	13	75
10_29	102	102	178
5_30	33	33	59
6_27	456	456	557
5_32	72	72	98
10_31	175	175	246
8_24	907	907	1114
5_33	185	185	205
8_34	48	48	68
8_36	15	15	36
5_35	95	95	156
8_37	100	100	165
9_25	1307	1307	1508
8_38	193	193	214
9_39	49	49	69
2_26	1579	1579	1780
2_41	11	11	82
11_42	14	14	40
9_40	378	378	580
2_43	140	140	191
11_44	167	167	244
9_45	181	181	257
11_47	4	4	24
2_46	152	152	228
9_48	44	44	69
9_49	0	0	74
