primary_key	waiting_time	response_time	turnaround_time
0_1	1	1	101
0_2	0	0	76
1_3	45	45	71
1_4	1	1	53
2_5	4	4	70
3_6	15	15	36
1_7	50	50	91
4_10	5	5	30
2_9	120	120	170
6_13	-1377	-1377	-1351
3_8	-1148	-1148	-1083
4_14	136	136	201
3_17	71	71	122
6_18	130	130	196
3_19	35	35	61
10_21	64	64	89
1_12	-829	-829	-753
11_25	75	75	96
13_28	33	33	59
11_29	77	77	103
10_24	241	241	292
13_31	15	15	41
15_32	66	66	107
1_27	361	361	412
16_34	20	20	46
14_30	427	427	478
11_33	307	307	358
18_39	98	98	148
14_41	69	69	94
19_40	136	136	197
14_44	1	1	27
18_43	90	90	152
12_26	989	989	1055
21_46	79	79	99
23_49	83	83	104
21_52	55	55	75
23_54	53	53	74
14_47	202	202	227
22_48	246	246	271
18_50	256	256	281
23_56	152	152	178
22_57	8	8	33
18_59	8	8	34
14_58	99	99	150
26_63	21	21	47
23_62	81	81	131
18_64	67	67	92
25_60	252	252	312
13_35	1386	1386	1458
25_67	7	7	33
1_38	1439	1439	1510
28_68	95	95	116
13_69	60	60	85
28_70	71	71	96
20_42	1446	1446	1517
29_71	66	66	87
28_73	45	45	66
28_75	16	16	76
30_76	79	79	120
8_16	3101	3101	3177
30_78	32	32	57
9_20	2974	2974	3050
30_79	20	20	40
30_80	16	16	42
9_81	30	30	71
6_22	3190	3190	3266
15_37	2577	2577	2654
19_45	2210	2210	2287
23_66	1477	1477	1552
13_72	1066	1066	1143
23_84	37	37	88
13_85	8	8	28
13_86	14	14	35
19_83	262	262	338
23_88	102	102	177
19_89	14	14	40
12_53	2751	2751	2852
23_90	92	92	117
19_91	44	44	85
12_92	10	10	82
29_74	1859	1859	1962
12_93	11	11	37
20_77	1932	1932	2033
12_95	41	41	66
6_82	1397	1397	1500
12_97	48	48	73
20_96	121	121	171
6_98	27	27	52
13_87	1247	1247	1349
20_99	116	116	136
20_100	19	19	95
5_11	4457	4457	4658
5_101	20	20	87
7_15	6052	6052	6258
7_103	14	14	40
5_102	242	242	307
7_104	10	10	87
5_105	143	143	168
7_106	24	24	90
3_23	6176	6176	6380
7_107	214	214	240
3_108	63	63	114
17_36	6006	6006	6212
17_111	17	17	38
7_109	205	205	231
3_110	239	239	264
17_112	103	103	178
7_113	63	63	134
24_51	5925	5925	6127
24_114	18	18	39
24_115	15	15	40
21_55	6157	6157	6359
24_116	142	142	167
21_117	56	56	107
22_61	6140	6140	6341
21_119	152	152	178
24_118	265	265	316
22_120	139	139	211
21_121	112	112	137
24_122	92	92	168
27_65	6584	6584	6784
24_124	148	148	174
27_125	69	69	95
21_123	299	299	401
24_126	41	41	67
29_94	4387	4387	4591
29_128	18	18	44
27_127	316	316	518
27_130	19	19	44
29_129	138	138	188
27_131	0	0	20
27_132	15	15	65
29_133	41	41	92
27_134	0	0	26
29_135	0	0	25
