primary_key	waiting_time	response_time	turnaround_time
0_1	3	3	108
0_2	0	0	79
1_3	0	0	27
1_4	0	0	52
2_5	1	1	69
3_6	48	48	68
2_8	27	27	93
3_9	119	119	170
4_7	253	253	293
3_11	0	0	202
3_16	14	14	91
4_14	245	245	310
3_18	37	37	103
4_19	74	74	99
3_20	30	30	107
5_10	812	812	837
4_21	34	34	59
6_12	741	741	817
4_23	39	39	246
4_25	11	11	32
4_26	24	24	90
5_22	467	467	543
4_27	72	72	122
5_29	55	55	81
6_24	601	601	652
7_13	1561	1561	1586
5_30	36	36	87
8_15	1583	1583	1786
5_32	148	148	188
7_31	231	231	256
8_33	145	145	196
5_34	57	57	83
7_35	18	18	89
8_36	66	66	268
7_37	100	100	177
8_38	124	124	194
7_39	20	20	70
9_17	2466	2466	2517
8_40	25	25	87
7_41	80	80	105
10_28	1721	1721	1747
10_42	0	0	74
10_43	1	1	64
10_44	1	1	27
10_45	1	1	79
