primary_key	waiting_time	response_time	turnaround_time
0_1	4	4	205
1_2	248	248	274
2_3	236	236	256
3_4	212	212	232
4_5	236	236	261
5_6	272	272	349
6_9	205	205	230
7_10	229	229	249
8_14	93	93	119
9_16	60	60	81
10_18	80	80	156
0_7	598	598	665
2_8	620	620	646
3_11	621	621	641
11_22	27	27	103
12_24	51	51	77
1_12	749	749	799
13_26	64	64	165
4_13	857	857	883
7_15	803	803	844
14_29	27	27	103
15_32	18	18	43
16_33	49	49	125
17_35	108	108	133
5_17	1129	1129	1169
9_19	1102	1102	1123
18_40	7	7	58
19_41	84	84	134
20_42	132	132	335
21_44	320	320	346
22_45	296	296	321
23_47	331	331	391
24_48	393	393	419
25_49	376	376	401
26_51	225	225	290
27_52	280	280	321
28_56	109	109	210
29_57	188	188	264
30_62	13	13	84
31_64	74	74	149
32_65	157	157	178
33_67	42	42	112
6_20	2492	2492	2517
10_21	2339	2339	2359
11_27	2068	2068	2094
12_28	2027	2027	2228
34_71	213	213	238
35_72	240	240	265
13_30	2186	2186	2247
14_36	2105	2105	2181
16_37	2033	2033	2073
36_76	59	59	136
37_78	24	24	84
38_79	98	98	124
17_38	2283	2283	2348
18_46	2199	2199	2249
20_50	2038	2038	2242
39_84	144	144	184
21_53	2139	2139	2215
22_54	2189	2189	2214
23_55	2197	2197	2263
24_58	2186	2186	2207
26_59	2187	2187	2208
25_60	2213	2213	2233
27_61	2146	2146	2221
28_63	2103	2103	2173
40_93	71	71	273
29_66	2323	2323	2400
32_68	2305	2305	2381
33_70	2163	2163	2366
34_74	1983	1983	2003
37_81	1598	1598	1799
38_83	1746	1746	1771
39_86	1396	1396	1421
3_23	5076	5076	5147
40_96	886	886	1088
2_25	5281	5281	5383
4_31	5031	5031	5092
7_34	5040	5040	5066
9_39	4824	4824	4849
5_43	4798	4798	4823
10_69	3473	3473	3498
12_73	3248	3248	3268
13_75	3006	3006	3076
14_77	3005	3005	3066
16_80	3026	3026	3097
17_82	2876	2876	2936
18_85	2839	2839	2859
21_87	2487	2487	2547
24_88	2498	2498	2523
23_89	2531	2531	2556
22_90	2567	2567	2587
26_91	2589	2589	2610
25_92	2593	2593	2643
27_94	2499	2499	2520
28_95	2389	2389	2590
41_117	173	173	198
29_97	2381	2381	2447
41_119	8	8	84
32_98	2472	2472	2532
33_99	2440	2440	2516
37_100	2276	2276	2302
39_101	2131	2131	2151
38_102	2177	2177	2381
2_103	1959	1959	2035
4_104	1991	1991	2192
7_105	2190	2190	2250
9_106	2232	2232	2307
12_107	2301	2301	2322
5_108	2348	2348	2449
10_109	2388	2388	2413
18_110	2153	2153	2228
16_111	2237	2237	2339
21_112	2196	2196	2256
22_113	2260	2260	2280
26_114	2263	2263	2283
24_115	2299	2299	2365
25_116	2239	2239	2314
28_118	2175	2175	2252
29_120	2109	2109	2170
41_121	2038	2038	2079
32_122	2016	2016	2057
39_123	1991	1991	2093
33_124	2118	2118	2194
37_125	2134	2134	2204
38_126	2089	2089	2165
7_127	1664	1664	1684
12_128	1664	1664	1705
5_129	1473	1473	1674
10_130	1661	1661	1686
18_131	1616	1616	1717
16_132	1570	1570	1596
22_133	1601	1601	1626
26_134	1603	1603	1624
21_135	1623	1623	1649
24_136	1533	1533	1611
25_137	1487	1487	1512
28_138	1449	1449	1653
29_139	1553	1553	1619
41_140	1564	1564	1590
32_141	1550	1550	1576
37_142	1227	1227	1329
12_143	1193	1193	1254
10_144	1017	1017	1037
18_145	927	927	1127
26_146	1133	1133	1194
16_147	1156	1156	1177
22_148	1164	1164	1240
21_149	1231	1231	1257
24_150	1213	1213	1239
25_151	1179	1179	1205
29_152	972	972	997
41_153	919	919	939
32_154	908	908	984
37_155	865	865	932
10_156	918	918	1127
12_157	1089	1089	1161
18_158	1002	1002	1028
26_159	864	864	884
21_160	656	656	716
24_161	732	732	807
25_162	727	727	934
29_163	918	918	938
32_164	892	892	913
37_165	873	873	945
10_166	776	776	852
18_167	648	648	673
12_168	688	688	889
21_169	791	791	893
32_170	600	600	702
