patron_id	total_waiting_time	total_response_time	total_turnaround_time	process_turnaround_time
0	74	74	636	1267
1	665	665	1043	1363
2	599	599	847	977
3	1125	1125	1536	2155
4	495	495	684	1004
5	686	686	752	755
6	1171	1171	1431	1962
7	1226	1226	1558	2163
8	1786	1786	2063	2077
9	2561	2561	2811	3294
10	2491	2491	3061	3245
11	2075	2075	2125	2127
12	1959	1959	2371	2862
