patron_id	total_waiting_time	total_response_time	total_turnaround_time	process_turnaround_time
0	1275	1275	1578	2101
1	2740	2740	3333	3696
2	505	505	551	657
3	706	706	1089	1229
4	2225	2225	2549	2832
5	391	391	493	496
6	2957	2957	3182	3640
7	2898	2898	3170	3738
8	2947	2947	3208	3560
9	2735	2735	3546	4050
10	1487	1487	1751	1766
11	2009	2009	2318	2447
12	2148	2148	2419	2944
13	1500	1500	1572	1580
14	1252	1252	1338	1392
15	565	565	636	638
