patron_id	total_waiting_time	total_response_time	total_turnaround_time	process_turnaround_time
0	1832	1832	2484	2873
1	1178	1178	1356	1783
2	3253	3253	3690	4179
3	178	178	379	388
4	278	278	380	381
5	3279	3279	3669	4426
6	2602	2602	3017	3254
7	423	423	499	502
8	2912	2912	3161	3465
9	2394	2394	2728	3255
10	1352	1352	1579	1593
11	782	782	1085	1256
