patron_id	total_waiting_time	total_response_time	total_turnaround_time	process_turnaround_time
0	2817	2817	3470	3845
1	4359	4359	4929	5222
2	283	283	329	456
3	299	299	477	761
4	392	392	544	899
5	896	896	996	999
6	3451	3451	3996	4421
7	2633	2633	3038	3288
8	3434	3434	3951	4327
9	1235	1235	1670	2525
10	42	42	179	293
11	935	935	1105	1376
12	467	467	647	810
13	424	424	514	520
14	292	292	393	510
15	272	272	349	352
