patron_id	total_waiting_time	total_response_time	total_turnaround_time	process_turnaround_time
0	0	0	177	320
1	1	1	78	235
2	168	168	284	339
3	1725	1725	1983	2277
4	2246	2246	2868	3456
5	2005	2005	2469	3000
6	905	905	956	1110
7	2125	2125	2520	2932
8	1880	1880	2265	2619
9	512	512	578	579
10	1160	1160	1469	1948
