patron_id	total_waiting_time	total_response_time	total_turnaround_time	process_turnaround_time
0	654	654	1283	1997
1	1562	1562	2040	2399
2	100	100	188	195
3	2336	2336	2733	3249
4	2136	2136	2527	2835
5	398	398	464	465
6	2211	2211	2442	2939
7	2227	2227	2888	3433
8	1113	1113	1190	1292
9	2670	2670	2945	3401
10	2601	2601	2935	3450
11	623	623	648	650
12	1672	1672	688	2202
