patron_id	total_waiting_time	total_response_time	total_turnaround_time	process_turnaround_time
0	883	883	1487	2229
1	4167	4167	4793	5044
2	220	220	306	310
3	813	813	1098	1559
4	2747	2747	3080	3449
5	121	121	147	148
6	1972	1972	2363	2788
7	1439	1439	1705	2186
8	249	249	321	326
9	2858	2858	3429	3902
10	519	519	865	1594
11	20	20	46	49
12	1434	1434	1798	2172
