patron_id	total_waiting_time	total_response_time	total_turnaround_time	process_turnaround_time
0	1888	1888	2310	2977
1	2444	2444	3062	3292
2	32	32	124	237
3	3171	3171	3456	3996
4	2158	2158	2573	2889
5	252	252	277	281
6	2153	2153	2416	2858
7	2478	2478	3017	3524
8	620	620	722	825
9	2648	2648	2837	3250
10	2377	2377	2998	3638
11	226	226	252	254
12	1476	1476	1875	2257
