patron_id	total_waiting_time	total_response_time	total_turnaround_time	process_turnaround_time
0	264	264	688	951
1	504	504	937	1173
2	1100	1100	1906	2318
3	844	844	870	872
4	539	539	642	644
5	1464	1464	1862	2500
6	1570	1570	1736	2245
7	1610	1610	1636	1639
8	1654	1654	2118	2272
9	1849	1849	2351	2690
10	1866	1866	2045	2174
11	593	593	663	823
