patron_id	total_waiting_time	total_response_time	total_turnaround_time	process_turnaround_time
0	295	295	621	1136
1	472	472	971	1438
2	653	653	700	805
3	1059	1059	1362	1457
4	970	970	1466	1646
5	958	958	1059	1061
6	1608	1608	1947	2315
7	1874	1874	2163	2641
8	1905	1905	2192	2217
9	2346	2346	2782	3554
10	2333	2333	2560	2574
11	2522	2522	2714	2991
12	2689	2689	3081	3556
13	2448	2448	2590	2743
14	2314	2314	2534	2539
15	1910	1910	1986	1991
