patron_id	total_waiting_time	total_response_time	total_turnaround_time	process_turnaround_time
0	3039	3039	3226	3563
1	1247	1247	1682	2088
2	3403	3403	3919	4292
3	30	30	231	232
4	193	193	218	266
5	2601	2601	3402	3883
6	1987	1987	2300	2625
7	53	53	78	79
8	2092	2092	2504	2924
9	1881	1881	2225	2716
10	179	179	311	423
11	308	308	487	715
