patron_id	total_waiting_time	total_response_time	total_turnaround_time	process_turnaround_time
0	4505	4505	4819	5192
1	4589	4589	4850	5382
2	312	312	543	650
3	2336	2336	2588	2620
4	2854	2854	3388	3631
5	232	232	335	336
6	3214	3214	3443	3932
7	3042	3042	3368	3868
8	2987	2987	3412	3751
9	3014	3014	3860	4389
10	545	545	777	791
11	1463	1463	1630	1906
12	2432	2432	2686	2997
13	41	41	123	128
14	117	117	239	393
15	22	22	48	49
