patron_id	total_waiting_time	total_response_time	total_turnaround_time	process_turnaround_time
0	3	3	187	328
1	0	0	79	234
2	28	28	162	214
3	248	248	741	996
4	752	752	1251	1735
5	1575	1575	1819	2348
6	1342	1342	1469	1562
7	2010	2010	2283	2957
8	1943	1943	2531	2815
9	2466	2466	2517	2521
10	1724	1724	1991	2561
