patron_id	total_waiting_time	total_response_time	total_turnaround_time	process_turnaround_time
0	2	2	179	321
1	0	0	76	234
2	83	83	199	252
3	688	688	954	1445
4	2020	2020	2618	3395
5	1645	1645	2074	2470
6	215	215	346	402
7	2270	2270	2901	3336
8	505	505	744	984
9	255	255	331	334
10	781	781	958	1484
