patron_id	total_waiting_time	total_response_time	total_turnaround_time	process_turnaround_time
0	3	3	182	346
1	1	1	80	237
2	78	78	213	266
3	2394	2394	2799	3031
4	2489	2489	3034	3731
5	2253	2253	2726	3186
6	489	489	591	746
7	1987	1987	2407	2874
8	1735	1735	1986	2423
9	109	109	176	178
10	1134	1134	1398	1806
