patron_id	total_waiting_time	total_response_time	total_turnaround_time	process_turnaround_time
0	544	544	819	1332
1	649	649	950	1199
2	3264	3264	3967	4499
3	191	191	391	394
4	121	121	147	150
5	1531	1531	2034	2543
6	939	939	1257	1669
7	80	80	106	112
8	1357	1357	1716	1897
9	1959	1959	2557	2801
10	277	277	424	538
11	185	185	308	575
