patron_id	patron_arrival_time	num_of_drinks	first_order_arrival_time	last_order_completion_time	total_prepTime
0	323	6	345	2424	295
1	363	6	383	4059	580
2	513	2	518	1170	45
3	566	3	570	1795	375
4	1063	4	1071	3895	320
5	1088	1	1091	1584	100
6	1387	5	1400	5027	220
7	1497	5	1499	5235	270
8	1716	5	1718	5276	255
9	2013	8	2015	6063	795
10	2089	2	2093	3855	260
11	2432	3	2436	4879	300
12	2668	5	2673	5612	265
13	2917	2	2922	4497	70
14	3436	2	3439	4828	85
15	4342	1	4344	4980	70
