patron_id	patron_arrival_time	num_of_drinks	first_order_arrival_time	last_order_completion_time	total_prepTime
0	323	6	345	3886	185
1	363	4	366	2451	425
2	513	7	515	4805	510
3	566	1	567	798	200
4	1063	1	1111	1329	25
5	1088	7	1090	4971	785
6	1387	5	1389	4012	310
7	1497	1	1498	1576	25
8	2089	6	2090	5013	405
9	2432	6	2435	5148	340
10	2668	2	2669	3091	130
11	4342	3	4345	5057	175
