patron_id	patron_arrival_time	num_of_drinks	first_order_arrival_time	last_order_completion_time	total_prepTime
0	323	6	342	1274	415
1	363	4	365	1536	425
2	513	7	516	2831	785
3	566	1	568	1438	25
4	1063	1	1065	1707	100
5	1088	7	1112	3588	390
6	1387	5	1389	3632	165
7	1497	1	1500	3136	25
8	2089	6	2092	4361	450
9	2432	6	2434	5122	490
10	2668	2	2671	4842	175
11	4342	3	4346	5165	70
