patron_id	patron_arrival_time	num_of_drinks	first_order_arrival_time	last_order_completion_time	total_prepTime
0	323	6	344	1459	320
1	363	6	364	1801	490
2	513	2	514	1318	45
3	566	3	569	2023	300
4	1063	4	1066	2709	485
5	1088	1	1090	2149	100
6	1387	5	1388	3702	330
7	1497	5	1499	4138	285
8	1716	5	1719	3933	285
9	2013	8	2014	5567	430
10	2089	2	2092	4663	220
11	2432	3	2435	5423	190
12	2668	5	2669	6224	390
13	2917	2	2918	5660	140
14	3436	2	3437	5975	220
15	4342	1	4347	6333	75
