patron_id	patron_arrival_time	num_of_drinks	first_order_arrival_time	last_order_completion_time	total_prepTime
0	323	6	354	1655	270
1	363	4	366	1562	295
2	513	7	517	5012	690
3	566	1	569	960	200
4	1063	1	1066	1213	25
5	1088	7	1091	3631	490
6	1387	5	1391	3056	315
7	1497	1	1503	1609	25
8	2089	6	2093	3986	350
9	2432	6	2438	5233	590
10	2668	2	2671	3206	145
11	4342	3	4346	4917	120
