patron_id	patron_arrival_time	num_of_drinks	first_order_arrival_time	last_order_completion_time	total_prepTime
0	323	6	356	3196	645
1	363	4	365	2146	175
2	513	7	516	4692	425
3	566	1	575	954	200
4	1063	1	1064	1444	100
5	1088	7	1090	5514	385
6	1387	5	1388	4641	410
7	1497	1	1500	1999	75
8	2089	6	2090	5554	245
9	2432	6	2433	5687	330
10	2668	2	2671	4261	225
11	4342	3	4388	5598	300
